,ICAO Code,First Seen Timestamp,Last Seen Timestamp,Arrival Airport Code,Destination Airport Code,Flight Number
1373,'a3a575',1579203301,1579211494,'KFLL','KDCA','JBU1579 '
1374,'c06ce6',1579198511,1579211351,'KFLL',None,'CNK2    '
1375,'a7d751',1579203188,1579211273,'KFLL','KCLE','NKS1970 '
1376,'a08e46',1579202512,1579211164,'KFLL','KEWR','FDX3019 '
1377,'a88774',1579202104,1579211087,'KFLL',None,'JBU2760 '
1378,'aaa6ae',1579210313,1579210968,'KFLL',None,'SWA1631 '
1379,'aca306',1579204735,1579210949,'KFLL','KBNA','NKS1961 '
1380,'ab1890',1579202019,1579210841,'KFLL',None,'DAL1704 '
1381,'ac50d1',1579200630,1579210739,'KFLL','KMSP','DAL1826 '
1382,'a6464b',1579202777,1579210690,'KFLL','KDFW','NKS1919 '
1383,'a163f2',1579205206,1579210543,'KFLL','KCLT','AAL1709 '
1384,'a6587b',1579201773,1579210419,'KFLL','KEWR','JBU605  '
1385,'a6d3af',1579205531,1579210297,'KFLL','KATL','DAL1099 '
1386,'ad846f',1579201163,1579209965,'KFLL','KLGA','JBU1171 '
1387,'a854d0',1579207980,1579209595,'KFLL',None,'JBU1500 '
1388,'a2d27c',1579208076,1579209491,'KFLL',None,'JBU1398 '
1389,'aad97d',1579208777,1579209474,'KFLL',None,'N799AJ  '
1390,'a36d83',1579206285,1579209422,'KFLL',None,'N32RW   '
1391,'ad44cf',1579208412,1579209313,'KFLL','KOPF','N954PG  '
1392,'acbf60',1579202569,1579209221,'KFLL','KIAH','NKS1858 '
1393,'a9d031',1579208412,1579209115,'KFLL',None,'N731QS  '
1394,'c05314',1579195094,1579209029,'KFLL','CYKF','CGFLZ   '
1395,'a874e1',1579201251,1579208890,'KFLL','KAUS','JBU512  '
1396,'a16fbd',1579205894,1579208766,'KFLL','FA30','N192BL  '
1397,'aa970c',1579200862,1579208709,'KFLL','MDPC','SWA689  '
1398,'acd5ad',1579200816,1579208584,'KFLL','KDFW','AAL244  '
1399,'aa8152',1579204063,1579208462,'KFLL',None,'SWA1007 '
1400,'a1c2f1',1579199254,1579207624,'KFLL','KBWI','SWA1524 '
1401,'a90824',1579199210,1579207533,'KFLL','KACY','NKS235  '
1402,'a30657',1579206031,1579207435,'KFLL',None,'SWA3923 '
1403,'a200ba',1579199325,1579207339,'KFLL','82PA','SWA1085 '
1404,'adbb39',1579198620,1579207198,'KFLL','KORD','AAL2869 '
1405,'a29611',1579206390,1579207158,'KFLL',None,'JBU2976 '
1406,'a0480b',1579198821,1579207077,'KFLL','KPHL','AAL1532 '
1407,'a8913b',1579202105,1579206944,'KFLL','KATL','JBU567  '
1408,'a568f6',1579202554,1579206868,'KFLL',None,'N448GL  '
1409,'a9c5c5',1579196100,1579206839,'KFLL','KBOS','JBU2269 '
1410,'aa7e36',1579199858,1579206724,'KFLL','KIAH','UAL2458 '
1411,'a7bbe9',1579197771,1579206723,'KFLL',None,'JBU1020 '
1412,'aa9ed6',1579205310,1579206625,'KFLL',None,'SWA1216 '
1413,'a9bf32',1579199113,1579206519,'KFLL','KDCA','SWA1362 '
1414,'ab0416',1579197226,1579206427,'KFLL','KJFK','JBU201  '
1415,'a8def1',1579201502,1579206342,'KFLL','KATL','DAL1009 '
1416,'0c6013',1579205640,1579206256,'KFLL',None,'BWA033  '
1417,'acb1e2',1579200294,1579206191,'KFLL','KRDU','NKS498  '
1418,'abc058',1579198156,1579206059,'KFLL','KPHL','SWA2172 '
1419,'a1ce16',1579197609,1579205923,'KFLL','TJIG','SWA1079 '
1420,'a82dbd',1579196977,1579205699,'KFLL','KLGA','NKS197  '
1421,'a4034f',1579197550,1579205578,'KFLL','KDCA','JBU1479 '
1422,'ab477d',1579196919,1579205339,'KFLL',None,'DAL2918 '
1423,'a9fb9d',1579184274,1579205249,'KFLL','KBWI','SWA1607 '
1424,'abd8c1',1579204531,1579205218,'KFLL',None,'1113    '
1425,'a59f53',1579200360,1579205119,'KFLL','KATL','SWA1549 '
1426,'c01795',1579194498,1579205069,'KFLL','CYUL','ROU1602 '
1427,'a74679',1579199700,1579204896,'KFLL','KCLT','AAL523  '
1428,'a5a2cc',1579196105,1579204726,'KFLL','KORD','UAL508  '
1429,'a22702',1579196209,1579204631,'KFLL',None,'JBU2054 '
1430,'a0b8fb',1579195661,1579204156,'KFLL','KDFW','AAL1180 '
1431,'a28baa',1579193820,1579204119,'KFLL',None,'N263RS  '
1432,'a9d5e5',1579194334,1579204045,'KFLL','KEWR','UAL832  '
1433,'a8d327',1579192962,1579203910,'KFLL','KBOS','NKS609  '
1434,'a54a89',1579193790,1579199852,'KFLL','8MS1','DCM2467 '
1435,'a3d5b0',1579198765,1579199799,'KFLL',None,'N346XL  '
1436,'aa84f8',1579195260,1579199745,'KFLL',None,'N777VW  '
1437,'aaa224',1579189754,1579199645,'KFLL',None,'SWA5786 '
1438,'a84742',1579198050,1579199602,'KFLL','KFMY','PJC32   '
1439,'abb930',1579191350,1579199524,'KFLL','KBWI','SWA182  '
1440,'aba9e7',1579195623,1579199429,'KFLL',None,'SWA4896 '
1441,'0c6015',1579177284,1579199352,'KFLL',None,'BWA480  '
1442,'a3619c',1579195387,1579199253,'KFLL',None,'JBU1422 '
1443,'a38d49',1579193140,1579199056,'KFLL','KRDU','DAL1218 '
1444,'ad15cf',1579190641,1579198934,'KFLL','KPHL','AAL1845 '
1445,'a28ee7',1579191061,1579198821,'KFLL','KAUS','SWA5441 '
1446,'adb0b4',1579193417,1579198709,'KFLL','KCLT','AAL1877 '
1447,'a88072',1579190231,1579198619,'KFLL',None,'NKS1360 '
1448,'a776b2',1579189603,1579198606,'KFLL','KEWR','JBU205  '
1449,'a7f6f6',1579184057,1579198514,'KFLL','KFLL','JBU1795 '
1450,'a70f11',1579190124,1579198394,'KFLL','TJIG','JBU1654 '
1451,'a40af6',1579188961,1579198314,'KFLL',None,'N36LJ   '
1452,'a2886c',1579196021,1579198220,'KFLL','KTPA','SWA910  '
1453,'0d09bb',1579196643,1579197975,'KFLL',None,'XAATJ   '
1454,'a3ac20',1579192337,1579197225,'KFLL',None,'SIL0077 '
1455,'a4ae45',1579195771,1579197149,'KFLL',None,'SIL0093 '
1456,'a8df06',1579192088,1579196998,'KFLL','KATL','DAL1827 '
1457,'c021fc',1579187689,1579196967,'KFLL','CYYZ','ROU1624 '
1458,'a2401b',1579190791,1579196876,'KFLL',None,'AAY1767 '
1459,'ad34b4',1579188474,1579196782,'KFLL','KDFW','AAL1579 '
1460,'a2fee9',1579195591,1579196687,'KFLL',None,'SWA3925 '
1461,'a92365',1579187820,1579196585,'KFLL','KORD','UAL2335 '
1462,'a4ec2d',1579189515,1579196391,'KFLL','KIAH','UAL2040 '
1463,'ab4eeb',1579187882,1579196249,'KFLL',None,'DAL1060 '
1464,'a1d80d',1579188200,1579196131,'KFLL','KDAL','JTL218  '
1465,'a71048',1579189382,1579195529,'KFLL','KBNA','SWA274  '
1466,'ab213e',1579184175,1579195227,'KFLL',None,'SLH26   '
1467,'abd59a',1579190329,1579195139,'KFLL','KATL','SWA2268 '
1468,'ac8a63',1579186652,1579194996,'KFLL','TJIG','NKS1959 '
1469,'a137af',1579187462,1579194887,'KFLL','KDCA','JBU979  '
1470,'ac9f4f',1579186375,1579194500,'KFLL','KDFW','NKS1967 '
1471,'a838e2',1579193624,1579194345,'KFLL',None,'NKS952  '
1472,'c0546d',1579184634,1579194255,'KFLL','CYYZ','CGFZG   '
1473,'0a8052',1579193422,1579194108,'KFLL',None,'BHS201  '
1474,'acaa74',1579188952,1579193847,'KFLL','KATL','NKS877  '
1475,'a557c3',1579186075,1579193723,'KFLL','KBWI','SWA1195 '
1476,'a00537',1579184199,1579193565,'KFLL','KIAD','N100FF  '
1477,'a214e5',1579185450,1579193437,'KFLL','KLCK','AAY1740 '
1478,'a7ad0d',1579183551,1579193305,'KFLL',None,'JBU959  '
1479,'a8df2c',1579188482,1579193204,'KFLL','KATL','DAL2026 '
1480,'abd26b',1579181670,1579193097,'KFLL','KDEN','SWA1859 '
1481,'a0f73c',1579187468,1579193003,'KFLL','KCLT','AAL1924 '
1482,'c051d0',1579181305,1579192483,'KFLL','CYUL','TSC994  '
1483,'ab4f5d',1579187238,1579192087,'KFLL','KATL','JBU2932 '
1484,'aa527a',1579184369,1579191987,'KFLL','KTYQ','XOJ764  '
1485,'a2a87d',1579189985,1579191791,'KFLL',None,'SWA1323 '
1486,'a0f566',1579183135,1579191659,'KFLL','KDFW','AAL919  '
1487,'aab9a6',1579183398,1579191377,'KFLL',None,'N790SS  '
1488,'c080ac',1579181226,1579191253,'KFLL','CYYZ','WJA1230 '
1489,'a7b4f2',1579180752,1579191184,'KFLL','KMSP','DAL2901 '
1490,'ae0751',1579190484,1579191095,'KFLL','KFLL','GTMO842 '
1491,'abb90d',1579182446,1579190984,'KFLL','KMDW','SWA366  '
1492,'c0787a',1579180871,1579190928,'KFLL','CYYZ','TSC738  '
1493,'a44a61',1579183505,1579190753,'KFLL','KCVG','DAL1509 '
1494,'a4b96a',1579183800,1579190729,'KFLL','KPNS','SIL0096 '
1495,'a6b4f7',1579181923,1579190614,'KFLL','KORD','JBU563  '
1496,'a38992',1579181621,1579190464,'KFLL','KJFK','DAL1948 '
1497,'c051d1',1579178037,1579190218,'KFLL',None,'TSC782  '
1498,'a92a12',1579189366,1579190052,'KFLL',None,'N69TM   '
1499,'a168f5',1579188122,1579189967,'KFLL',None,'JBU800  '
1500,'a854d0',1579181329,1579189917,'KFLL','TJIG','JBU1454 '
1501,'a7f3ab',1579181115,1579189855,'KFLL','KORD','NKS3    '
1502,'a72b6b',1579188967,1579189780,'KFLL',None,'JBU1676 '
1503,'aa9e28',1579187635,1579189738,'KFLL','KTPA','SWA1151 '
1504,'a19910',1579180890,1579189677,'KFLL','KJFK','JBU1    '
1505,'ad5c33',1579180867,1579189586,'KFLL','KORD','AAL2379 '
1506,'a94b0b',1579181881,1579189564,'KFLL','KIAD','UAL1785 '
1507,'a5ea9a',1579182579,1579189461,'KFLL','KHOU','SWA6572 '
1508,'ac82f5',1579178274,1579189442,'KFLL',None,'NKS408  '
1509,'a1a2e0',1579180964,1579189335,'KFLL','KDAL','SWA1691 '
1510,'ab58b2',1579184349,1579189220,'KFLL','KATL','DAL1420 '
1511,'a1fc42',1579181710,1579189096,'KFLL','KCVG','AAY1306 '
1512,'aaeec5',1579182155,1579189029,'KFLL','KIAH','UAL2083 '
1513,'a3e9c5',1579178634,1579188972,'KFLL','KBOS','DAL1325 '
1514,'abf32f',1579180470,1579188867,'KFLL','TJIG','SWA1246 '
1515,'896177',1579129945,1579188733,'KFLL','OMDB','UAE213  '
1516,'a42ed3',1579185025,1579188686,'KFLL',None,'FSP369  '
1517,'a30657',1579186890,1579188614,'KFLL',None,'SWA3921 '
1518,'a2d27c',1579186069,1579188508,'KFLL',None,'JBU0017 '
1519,'a997e5',1579180411,1579188373,'KFLL','KPHL','AAL1897 '
1520,'aa7757',1579178831,1579188239,'KFLL','KBUF','SWA765  '
1521,'a53b2b',1579179428,1579188131,'KFLL','KEWR','UAL335  '
1522,'a33a1d',1579180620,1579188037,'KFLL','KDCA','JBU1379 '
1523,'a6373f',1579179112,1579187517,'KFLL','KCLE','N5WM    '
1524,'a24c01',1579179393,1579187002,'KFLL','KBWI','SWA427  '
1525,'aa9ed6',1579176970,1579186762,'KFLL','KOQU','SWA5718 '
1526,'c02205',1579175894,1579186596,'KFLL','CYUL','ROU1600 '
1527,'a73dfe',1579174452,1579186476,'KFLL','SKBO','JBU1558 '
1528,'c00f60',1579175172,1579186244,'KFLL','CYUL','SWG024  '
1529,'abe579',1579177598,1579186049,'KFLL',None,'DAL1668 '
1530,'abe030',1579178070,1579185804,'KFLL','82PA','SWA1136 '
1531,'a36d83',1579183426,1579185794,'KFLL',None,'N32RW   '
1532,'a2112e',1579179865,1579185776,'KFLL','KTYS','AAY414  '
1533,'a3f473',1579176622,1579185688,'KFLL','KHPN','JBU913  '
1534,'a29611',1579184974,1579185617,'KFLL',None,'JBU1894 '
1535,'c050b9',1579176187,1579185385,'KFLL','CYYZ','ROU1620 '
1536,'a8e20f',1579180493,1579185285,'KFLL','KATL','DAL2390 '
1537,'a7d751',1579168916,1579185029,'KFLL','KBOS','NKS103  '
1538,'a4ae45',1579181779,1579184963,'KFLL','KTPA','SIL0058 '
1539,'aa97b8',1579175910,1579184835,'KFLL','KMCI','SWA657  '
1540,'abb54f',1579180722,1579184636,'KFLL',None,'SWA599  '
1541,'ad3cdf',1579175610,1579184471,'KFLL','KLGA','JBU371  '
1542,'a6cffc',1579178990,1579184360,'KFLL','KCLT','AAL2064 '
1543,'a8e45c',1579176391,1579184241,'KFLL','KPHL','NKS1005 '
1544,'a8b56f',1579175341,1579184103,'KFLL',None,'NKS417  '
1545,'a93711',1579176390,1579183932,'KFLL','82PA','NKS577  '
1546,'a8913b',1579175102,1579183835,'KFLL','KEWR','JBU1505 '
1547,'abd8c1',1579175083,1579183760,'KFLL','KMDW','SWA526  '
1548,'a8ebca',1579175273,1579183675,'KFLL','KDFW','NKS972  '
1549,'aa8152',1579176210,1579183613,'KFLL','KDCA','SWA1595 '
1550,'abb222',1579175888,1579183575,'KFLL','KSTL','SWA2187 '
1551,'a8dcee',1579178682,1579183436,'KFLL','KATL','NKS231  '
1552,'a8a7f1',1579174823,1579183317,'KFLL','KLGA','NKS705  '
1553,'abe056',1579177113,1579183153,'KFLL','KBNA','SWA5790 '
1554,'a542d7',1579181411,1579183071,'KFLL',None,'SWA1228 '
1555,'a2c92b',1579177869,1579182929,'KFLL',None,'AAY1212 '
1556,'a8faa6',1579174208,1579182826,'KFLL','KORD','NKS2    '
1557,'a32ef8',1579176904,1579182582,'KFLL','KRDU','JBU1125 '
1558,'a81abe',1579174412,1579182524,'KFLL','KCLE','JBU657  '
1559,'abe147',1579176652,1579182299,'KFLL','KRDU','SWA1586 '
1560,'a9650f',1579177278,1579182234,'KFLL','KATL','SWA205  '
1561,'a8c028',1579171598,1579182136,'KFLL','KBOS','JBU569  '
1562,'a845f4',1579175505,1579182032,'KFLL','VG42','JBU1145 '
1563,'a8f338',1579173098,1579181922,'KFLL','KEWR','NKS521  '
1564,'a771af',1579173690,1579181805,'KFLL','KPHL','AAL1677 '
1565,'a89ccc',1579173255,1579181716,'KFLL','TJIG','NKS1415 '
1566,'a8f9c6',1579176684,1579181624,'KFLL','KATL','DAL2227 '
1567,'a6464b',1579173693,1579181567,'KFLL','KACY','259     '
1568,'acb664',1579173810,1579181485,'KFLL',None,'SWA1093 '
1569,'ac0bc4',1579173139,1579181309,'KFLL','KCLE','UAL1235 '
1570,'a3b414',1579172779,1579181237,'KFLL','KTTN','FFT811  '
1571,'ad694c',1579173630,1579181115,'KFLL','KBWI','SWA270  '
1572,'a66239',1579171930,1579181017,'KFLL','KBUF','JBU2465 '
1573,'ad4470',1579168095,1579180903,'KFLL','KAUS','N954KM  '
1574,'abb8ea',1579173303,1579180737,'KFLL','KCMH','SWA297  '
1575,'a1ce16',1579173724,1579180634,'KFLL','KHOU','SWA144  '
1576,'adb723',1579163713,1579180422,'KFLL','KSFO','JBU278  '
1577,'a8955e',1579172887,1579180365,'KFLL','KCMH','NKS445  '
1578,'a91e6e',1579172807,1579180253,'KFLL','KBWI','NKS301  '
1579,'a3f0bc',1579177884,1579180159,'KFLL',None,'JBU1131 '
1580,'a88774',1579172106,1579179978,'KFLL','KPHL','JBU375  '
1581,'ac7b87',1579177834,1579179838,'KFLL',None,'NKS675  '
1582,'a6c436',1579175400,1579179250,'KFLL',None,'NKS672  '
1583,'a82dbd',1579168686,1579178999,'KFLL','KMSP','NKS597  '
1584,'a198ed',1579169947,1579178558,'KFLL','KJFK','JBU601  '
1585,'a1ff83',1579175897,1579178394,'KFLL',None,'JBU1017 '
1586,'a7f6f6',1579173459,1579178285,'KFLL','KATL','JBU467  '
1587,'a2fee9',1579175352,1579177705,'KFLL','KTPA','SWA2382 '
1588,'a6bba3',1579159080,1579177588,'KFLL','KSEA','ASA982  '
1589,'a67538',1579175063,1579177379,'KFLL','KTPA','NKS571  '
1590,'a67883',1579169017,1579176889,'KFLL','TJSJ','JBU954  '
1591,'a8222c',1579160049,1579173436,'KFLL','KPHX','JBU1158 '
1592,'a08e46',1579166765,1579172816,'KFLL',None,'FDX1444 '
1593,'e4941c',1579143188,1579172656,'KFLL','SBKP','AZU8704 '
1594,'a7167f',1579158342,1579172566,'KFLL','KLAS','JBU8    '
1595,'a59b6b',1579165776,1579172483,'KFLL','KSDF','UPS1346 '
1596,'a9046d',1579171007,1579172295,'KFLL',None,'NKS434  '
1597,'a7ac54',1579156212,1579172189,'KFLL','KLAX','ASA865  '
1598,'a83ef2',1579170393,1579171924,'KFLL',None,'NKS914  '
1599,'ad7701',1579156151,1579171841,'KFLL','KLAX','JBU100  '
1600,'aafca8',1579152472,1579171767,'KFLL','SPJC','JBU1824 '
1601,'aacf19',1579170800,1579171679,'KFLL',None,'JBU344  '
1602,'a8c44b',1579163018,1579171588,'KFLL','MROC','NKS338  '
1603,'a03f48',1579165607,1579171499,'KFLL',None,'FDX1400 '
1604,'ac7f3e',1579164180,1579171406,'KFLL',None,'NKS374  '
1605,'ac86ac',1579152744,1579171316,'KFLL','SPJC','NKS978  '
1606,'a88df0',1579156800,1579171199,'KFLL','KLAS','NKS954  '
1607,'add665',1579166190,1579171012,'KFLL','MMCZ','N991AL  '
1608,'a339e0',1579503121,1579513552,'KRSW','KDEN','FFT486  '
1609,'a73690',1579485964,1579497644,'KRSW','KBOS','JBU1165 '
1610,'acc6ce',1579488688,1579496977,'KRSW','KDTW','NKS689  '
1611,'a9073a',1579491934,1579496301,'KRSW','KATL','DAL2291 '
1612,'ac267c',1579488499,1579495523,'KRSW','KDFW','AAL2474 '
1613,'a4b21b',1579489414,1579495342,'KRSW','KIAH','UAL2260 '
1614,'a318ea',1579487627,1579495138,'KRSW','05IN','SWA5002 '
1615,'abe7e3',1579486847,1579494884,'KRSW','KBWI','SWA3948 '
1616,'a05cf3',1579486155,1579494620,'KRSW','KPHL','AAL404  '
1617,'abaaa8',1579486965,1579494416,'KRSW','KSTL','SWA5466 '
1618,'aa1f65',1579486032,1579493798,'KRSW','KCMH','SWA2917 '
1619,'aa7abe',1579483757,1579492945,'KRSW','KEWR','UAL2065 '
1620,'ac22c5',1579486329,1579491869,'KRSW','KCLT','AAL1873 '
1621,'ab4b34',1579480992,1579491114,'KRSW','KMSP','DAL2980 '
1622,'a3db93',1579479209,1579489569,'KRSW',None,'FFT901  '
1623,'a4453e',1579480881,1579489433,'KRSW','KORD','UAL1182 '
1624,'ad3d4e',1579481345,1579488659,'KRSW','KDFW','AAL813  '
1625,'abd5e0',1579480323,1579488500,'KRSW','KMDW','SWA5513 '
1626,'abe80e',1579480086,1579488296,'KRSW','KBWI','SWA2788 '
1627,'c07923',1579478514,1579488146,'KRSW','CYYZ','WJA1172 '
1628,'a51ed1',1579478404,1579487728,'KRSW','KLDJ','UAL1857 '
1629,'a1ff46',1579480266,1579487387,'KRSW','89IN','FFT923  '
1630,'a8222c',1579478404,1579487118,'KRSW',None,'JBU1865 '
1631,'a26c12',1579482459,1579486843,'KRSW','KATL','SWA5394 '
1632,'a8e37c',1579481145,1579485829,'KRSW','KATL','DAL2272 '
1633,'a50cb7',1579478404,1579485234,'KRSW',None,'RPA4354 '
1634,'ab3c58',1579478406,1579484054,'KRSW',None,'DAL1899 '
1635,'ab5a01',1579478405,1579483709,'KRSW',None,'SCX383  '
1636,'abd8e4',1579478404,1579483388,'KRSW',None,'SWA5540 '
1637,'a825e3',1579480467,1579483001,'KRSW',None,'JBU903  '
1638,'c0407b',1579480255,1579482354,'KRSW',None,'ROU1614 '
1639,'ab68dd',1579478407,1579482269,'KRSW',None,'SCX157  '
1640,'a0dae2',1579480165,1579482148,'KRSW',None,'AAL2615 '
1641,'ac77d0',1579478599,1579481952,'KRSW',None,'NKS223  '
1642,'a7de53',1579479758,1579481837,'KRSW',None,'JBU1511 '
1643,'aa2ba4',1579479737,1579481722,'KRSW',None,'UAL2180 '
1644,'addf01',1579479047,1579481308,'KRSW',None,'AAL2853 '
1645,'aa97b8',1579478404,1579480049,'KRSW',None,'SWA2663 '
1646,'a3c192',1579478403,1579479590,'KRSW',None,'FFT934  '
1647,'c04826',1579478405,1579479406,'KRSW',None,'ROU1664 '
1648,'a3e55a',1579478426,1579479224,'KRSW',None,'FFT938  '
1649,'ab9a32',1579473120,1579477718,'KRSW','KATL','DAL403  '
1650,'a6c781',1579467118,1579476816,'KRSW','KJFK','JBU1729 '
1651,'a1ac91',1579464260,1579475640,'KRSW','KPVD','FFT947  '
1652,'aacd50',1579465012,1579473956,'KRSW','KORD','UAL536  '
1653,'aaf127',1579472521,1579473849,'KRSW',None,'N804EK  '
1654,'aa7c64',1579463313,1579473415,'KRSW','KHPN','JBU651  '
1655,'a7a9cd',1579462806,1579473232,'KRSW','KMSP','DAL3070 '
1656,'a89ccc',1579462832,1579470656,'KRSW','KPIT','NKS529  '
1657,'a9073a',1579465785,1579470534,'KRSW','KATL','DAL1793 '
1658,'a2efae',1579461814,1579470253,'KRSW','KMDW','SWA2886 '
1659,'a0fbb7',1579461797,1579470029,'KRSW','KCLE','UAL1416 '
1660,'a05470',1579461760,1579469898,'KRSW','KDCA','RPA4564 '
1661,'a4034f',1579461272,1579469729,'KRSW','KDCA','JBU481  '
1662,'ad21bc',1579461467,1579468735,'KRSW','KDAL','SWA4388 '
1663,'a4460e',1579462173,1579468422,'KRSW','KIAH','UAL1599 '
1664,'a81abe',1579455724,1579467823,'KRSW','KBOS','JBU965  '
1665,'a4794e',1579460512,1579467328,'KRSW','KCVG','DAL1380 '
1666,'aa2e6f',1579457913,1579466698,'KRSW','KORD','AAL2561 '
1667,'a3e525',1579458126,1579466564,'KRSW','71MI','DAL2177 '
1668,'a0fe7f',1579463611,1579466061,'KRSW',None,'N163TC  '
1669,'ad9284',1579464063,1579465886,'KRSW','KVNC','N974AC  '
1670,'a7fa26',1579462209,1579463810,'KRSW','KAPF','DCM613  '
1671,'a1ff46',1579456243,1579463408,'KRSW','KCVG','FFT1745 '
1672,'a0dcd0',1579460199,1579463120,'KRSW',None,'N155AP  '
1673,'a6b832',1579459981,1579462968,'KRSW',None,'N532DM  '
1674,'ac7b8a',1579453470,1579462133,'KRSW','KORD','AAL1892 '
1675,'a9cc83',1579460606,1579461236,'KRSW',None,'RAX698  '
1676,'a87196',1579451118,1579460456,'KRSW','KPHL','NKS1435 '
1677,'c08096',1579450515,1579460362,'KRSW','CYYZ','WJA1184 '
1678,'ace446',1579449482,1579460206,'KRSW','MROC','N93KW   '
1679,'a155a3',1579451138,1579459806,'KRSW','KGRR','N1850M  '
1680,'a414fb',1579447751,1579459436,'KRSW','KBOS','DAL2192 '
1681,'a3db93',1579447851,1579459045,'KRSW','KISP','FFT927  '
1682,'ad2549',1579448836,1579458179,'KRSW','KPHL','AAL2603 '
1683,'ab68dd',1579447716,1579458040,'KRSW','KMSP','SCX375  '
1684,'a920ce',1579454970,1579457326,'KRSW','KSRQ','N6879C  '
1685,'a198ed',1579447269,1579457309,'KRSW','KJFK','JBU329  '
1686,'a43423',1579446666,1579457152,'KRSW','KMSP','DAL1506 '
1687,'a9d5e5',1579445741,1579456847,'KRSW','KDEN','UAL2003 '
1688,'a4cfd3',1579448074,1579456735,'KRSW','KORD','UAL742  '
1689,'ad846f',1579444492,1579456613,'KRSW','KBOS','JBU865  '
1690,'ad2ea4',1579451122,1579456347,'KRSW','KCLT','AAL565  '
1691,'ab3c58',1579447943,1579455978,'KRSW',None,'DAL2080 '
1692,'c058ae',1579445730,1579455411,'KRSW','CYYZ','ROU1660 '
1693,'a5ee51',1579450320,1579455083,'KRSW','KATL','SWA2746 '
1694,'ad237f',1579446034,1579454748,'KRSW','KORD','AAL1313 '
1695,'a6193b',1579446007,1579454274,'KRSW',None,'M487LX  '
1696,'a1ccec',1579442803,1579452772,'KRSW','KLGA','RPA6110 '
1697,'a013fd',1579446285,1579452341,'KRSW','KBNA','N104EJ  '
1698,'a97310',1579441203,1579451844,'KRSW',None,'JBU703  '
1699,'a9073a',1579446522,1579451128,'KRSW','KATL','DAL1732 '
1700,'ab503a',1579440557,1579450949,'KRSW','KMSP','SCX379  '
1701,'a992e4',1579441549,1579450843,'KRSW','KPHL','FFT2357 '
1702,'aa38d5',1579441932,1579450633,'KRSW','KORD','NKS121  '
1703,'aaf111',1579440266,1579450431,'KRSW','KMSP','DAL1208 '
1704,'a3e55a',1579441864,1579450283,'KRSW','KCLE','FFT2423 '
1705,'ab4af1',1579442473,1579450112,'KRSW','KDCA','AAL746  '
1706,'a097ce',1579439580,1579449978,'KRSW','KEWR','UAL2274 '
1707,'abef16',1579441756,1579449648,'KRSW','82PA','SWA2304 '
1708,'a40d8d',1579439389,1579449539,'KRSW','KJFK','DAL1410 '
1709,'a2033a',1579437733,1579449442,'KRSW','KBOS','JBU465  '
1710,'a61219',1579441777,1579449284,'KRSW','KSTL','SWA2391 '
1711,'a2ff9f',1579446523,1579448969,'KRSW',None,'N29220  '
1712,'a1226e',1579443729,1579448920,'KRSW','KCLT','AAL1732 '
1713,'a58de0',1579440211,1579448182,'KRSW','KIAD','UAL1586 '
1714,'ac2bb6',1579440974,1579447812,'KRSW','KIAH','ASH6325 '
1715,'a7fb19',1579439626,1579447044,'KRSW','KCMH','NKS257  '
1716,'a3c192',1579436776,1579445963,'KRSW','KMKE','FFT931  '
1717,'a794e1',1579437694,1579445784,'KRSW',None,'DAL2842 '
1718,'a168f5',1579434753,1579445336,'KRSW','KHPN','JBU1251 '
1719,'a399dd',1579437224,1579445186,'KRSW','KCMI','N331DM  '
1720,'a89ccc',1579436834,1579445067,'KRSW','KBWI','NKS364  '
1721,'a1ac91',1579436173,1579444904,'KRSW','KORD','1439    '
1722,'a72b6b',1579432934,1579442807,'KRSW','KEWR','JBU811  '
1723,'a7d39a',1579432991,1579442182,'KRSW','KACY','NKS943  '
1724,'a0062e',1579440530,1579442099,'KRSW',None,'00000000'
1725,'a21f57',1579433374,1579441934,'KRSW','KDTW','FFT915  '
1726,'a3b7cb',1579434006,1579441636,'KRSW','KCVG','FFT1743 '
1727,'a41bb5',1579432133,1579441490,'KRSW','KTTN','823     '
1728,'a3f0bc',1579431829,1579439874,'KRSW','KDCA','JBU981  '
1729,'a84d62',1579420653,1579433039,'KRSW','KBOS','JBU1165 '
1730,'c04671',1579402594,1579412367,'KRSW','CYYZ','ROU1664 '
1731,'a4453e',1579401960,1579411324,'KRSW','KEWR','UAL280  '
1732,'a7d39a',1579400895,1579409142,'KRSW','KCLE','NKS967  '
1733,'ad306e',1579399997,1579409053,'KRSW','KPHL','AAL0404 '
1734,'a5e095',1579402426,1579408949,'KRSW','KIAH','UAL2260 '
1735,'a7081a',1579404502,1579408822,'KRSW','KATL','DAL2291 '
1736,'a8264f',1579400047,1579408707,'KRSW',None,'NKS689  '
1737,'ab5f87',1579398780,1579407237,'KRSW','KBWI','SWA4009 '
1738,'ab3c58',1579398219,1579406654,'KRSW',None,'DAL413  '
1739,'a3904c',1579396406,1579405754,'KRSW','KGRR','FFT919  '
1740,'acf0db',1579397097,1579404959,'KRSW','KDFW','AAL813  '
1741,'abb90d',1579394943,1579404710,'KRSW','KBUF','SWA3484 '
1742,'ad8935',1579399349,1579404509,'KRSW','KCLT','AAL1252 '
1743,'a654cb',1579392530,1579404058,'KRSW','KBOS','JBU1865 '
1744,'aa9b42',1579394899,1579403517,'KRSW','KBWI','SWA3656 '
1745,'a06e71',1579393379,1579402970,'KRSW','KPHL','RPA4354 '
