,ICAO Code,First Seen Timestamp,Last Seen Timestamp,Arrival Airport Code,Destination Airport Code,Flight Number
0,'a8c094',1579513844,1579514878,'KFLL',None,'NKS826  '
1,'a91700',1579503660,1579514720,'KFLL','KDEN','NKS970  '
2,'ac8a63',1579512850,1579513938,'KFLL',None,'NKS1140 '
3,'a83876',1579478404,1579513671,'KFLL',None,'JBU319  '
4,'a83e86',1579500240,1579513361,'KFLL',None,'JBU2850 '
5,'a898a9',1579497840,1579513099,'KFLL','KSAN','JBU530  '
6,'acb950',1579497438,1579512920,'KFLL','KLAX','NKS310  '
7,'a7bbe9',1579510860,1579512348,'KFLL',None,'JBU1256 '
8,'adc238',1579489642,1579505330,'KFLL','KLAX','JBU2800 '
9,'c058b8',1579492957,1579504611,'KFLL','CYUL','ROU1608 '
10,'a8fd73',1579492795,1579502146,'KFLL','KDTW','DAL2519 '
11,'a8553c',1579493057,1579501226,'KFLL','TJIG','NKS799  '
12,'a2d3b3',1579487388,1579498847,'KFLL','KDEN','SWA3536 '
13,'aa60e5',1579489770,1579497739,'KFLL','KSTL','SWA5370 '
14,'ad444d',1579480102,1579497591,'KFLL','KSFO','JBU1578 '
15,'aac886',1579483238,1579496569,'KFLL','KPHX','SWA3669 '
16,'ade9c0',1579486997,1579496477,'KFLL','KLGA','JBU499  '
17,'a8eaea',1579490872,1579495670,'KFLL','KATL','DAL2126 '
18,'a91349',1579483269,1579493999,'KFLL','KBOS','NKS615  '
19,'a923a9',1579487228,1579493939,'KFLL','KIAH','UAL2100 '
20,'a0cb68',1579485862,1579493444,'KFLL','KDFW','AAL934  '
21,'a14c9b',1579485588,1579493235,'KFLL','KDCA','JBU1279 '
22,'aa73c3',1579491350,1579492973,'KFLL',None,'SWA3923 '
23,'a7e276',1579481023,1579492548,'KFLL','KDEN','NKS1334 '
24,'aa76cb',1579485427,1579492190,'KFLL','KHOU','SWA2454 '
25,'ac97e1',1579483009,1579492046,'KFLL','KLGA','NKS779  '
26,'a38cd2',1579481617,1579491928,'KFLL','KSWF','JBU535  '
27,'a8a017',1579482363,1579491689,'KFLL','KHPN','JBU813  '
28,'a809f5',1579488576,1579490927,'KFLL','KTPA','NKS575  '
29,'a885f4',1579481861,1579490787,'KFLL','KEWR','UAL2025 '
30,'a8aba8',1579482579,1579490485,'KFLL','KBWI','NKS443  '
31,'a98d7e',1579483786,1579490429,'KFLL','KIAH','UAL480  '
32,'a8c094',1579481069,1579490362,'KFLL','KORD','NKS425  '
33,'ad3cdf',1579480633,1579490127,'KFLL','KLGA','JBU1271 '
34,'a8c802',1579481866,1579490080,'KFLL','KACY','NKS265  '
35,'acc3b4',1579484524,1579489899,'KFLL','KCLT','AAL2194 '
36,'a46603',1579478406,1579489812,'KFLL',None,'UAL574  '
37,'a92fa3',1579484037,1579489347,'KFLL','KCLT','NKS981  '
38,'a600a6',1579479860,1579488927,'KFLL','KORD','UAL564  '
39,'a8dcee',1579478413,1579488105,'KFLL','KDTW','NKS845  '
40,'a426a5',1579478827,1579488020,'KFLL','KJFK','DAL2910 '
41,'a7e9e4',1579480285,1579487981,'KFLL','KLBE','NKS727  '
42,'a87904',1579484999,1579487662,'KFLL',None,'NKS195  '
43,'a6587b',1579478404,1579487565,'KFLL',None,'JBU1201 '
44,'a8e45c',1579479635,1579487425,'KFLL','KDFW','NKS470  '
45,'c0482a',1579478404,1579487171,'KFLL',None,'ROU1616 '
46,'a887e0',1579479259,1579486960,'KFLL','KAUS','NKS512  '
47,'a7ad0d',1579479102,1579486814,'KFLL','TJIG','JBU1954 '
48,'a84660',1579482725,1579486510,'KFLL',None,'NKS2680 '
49,'ac9abc',1579478404,1579486123,'KFLL',None,'DAL2208 '
50,'a6c7ed',1579478403,1579485999,'KFLL',None,'NKS161  '
51,'a3904c',1579478405,1579485419,'KFLL',None,'FFT2847 '
52,'acbf60',1579479918,1579485310,'KFLL','KATL','NKS107  '
53,'a413c1',1579481716,1579485131,'KFLL','KTPA','5IL0092 '
54,'ad2ce1',1579478407,1579485050,'KFLL',None,'SWA3316 '
55,'a90824',1579478404,1579485008,'KFLL',None,'NKS1529 '
56,'a7debf',1579478405,1579484743,'KFLL',None,'NKS1009 '
57,'abe3e6',1579478409,1579484721,'KFLL',None,'SWA4017 '
58,'a24fb8',1579478405,1579484457,'KFLL',None,'SWA5305 '
59,'a56469',1579482750,1579484282,'KFLL',None,'N4468T  '
60,'ac712d',1579478405,1579483709,'KFLL',None,'SWA3764 '
61,'a32ef8',1579481390,1579483553,'KFLL',None,'JBU2617 '
62,'a94c7b',1579478405,1579483169,'KFLL',None,'DAL2168 '
63,'a3f518',1579481477,1579483160,'KFLL',None,'EJA354  '
64,'acc76b',1579478410,1579483038,'KFLL',None,'AAL469  '
65,'aa2ba5',1579480698,1579482893,'KFLL',None,'UAL2232 '
66,'a70f11',1579481043,1579482809,'KFLL',None,'JBU2705 '
67,'a894f2',1579480294,1579482535,'KFLL',None,'JBU87   '
68,'ab4f5d',1579480995,1579482389,'KFLL',None,'JBU38   '
69,'c03517',1579479839,1579482288,'KFLL',None,'WJA1220 '
70,'a6b55a',1579478836,1579482028,'KFLL',None,'NKS403  '
71,'a654cb',1579480217,1579481936,'KFLL',None,'JBU69   '
72,'abae62',1579480015,1579481721,'KFLL',None,'SWA4141 '
73,'a83108',1579479474,1579481636,'KFLL',None,'JBU1197 '
74,'aa4a9b',1579478468,1579480933,'KFLL',None,'SWA4892 '
75,'a23fde',1579478714,1579480871,'KFLL','KPIE','N244LJ  '
76,'a754b5',1579478629,1579480522,'KFLL',None,'UAL548  '
77,'a19910',1579478574,1579480445,'KFLL',None,'JBU1401 '
78,'abdd4a',1579478403,1579479834,'KFLL',None,'SWA3480 '
79,'a43b91',1579478423,1579479715,'KFLL',None,'DAL2544 '
80,'a4ae45',1579478511,1579479705,'KFLL',None,'SIL0094 '
81,'ad7ab8',1579478404,1579479321,'KFLL',None,'JBU2200 '
82,'abd59a',1579467852,1579477751,'KFLL','KISP','SWA312  '
83,'ad8b9c',1579476556,1579477477,'KFLL',None,'00000   '
84,'a8d249',1579472430,1579477228,'KFLL','KATL','DAL2334 '
85,'a11fc1',1579467423,1579476943,'KFLL','KEWR','UAL2215 '
86,'a8553c',1579475797,1579476802,'KFLL',None,'NKS236  '
87,'a8d327',1579453523,1579476707,'KFLL','KDTW','NKS285  '
88,'aa6c7c',1579470184,1579476612,'KFLL','KBNA','SWA2982 '
89,'a6f96c',1579459020,1579476568,'KFLL','KSEA','ASA38   '
90,'a1ed66',1579470854,1579476491,'KFLL',None,'AAY1215 '
91,'a533fb',1579468714,1579476397,'KFLL','05IN','SWA6564 '
92,'a9741d',1579467430,1579476262,'KFLL','KPHL','AAL1870 '
93,'abb19c',1579467272,1579476187,'KFLL','KMDW','SWA5417 '
94,'a8d6de',1579466258,1579476128,'KFLL','KLGA','NKS171  '
95,'a3d7e2',1579471591,1579476094,'KFLL',None,'LXJ347  '
96,'a7c6f6',1579451040,1579475972,'KFLL','PANC','N60XC   '
97,'a7fed0',1579467483,1579475957,'KFLL',None,'NKS449  '
98,'a683a8',1579474560,1579475838,'KFLL',None,'JBU1900 '
99,'ac86af',1579468031,1579475727,'KFLL','KDFW','AAL2198 '
100,'a81163',1579466710,1579475441,'KFLL','KPHL','NKS1811 '
101,'aa73c3',1579474020,1579475330,'KFLL',None,'SWA3925 '
102,'abc7a3',1579467102,1579475139,'KFLL','KBWI','SWA4873 '
103,'a6c120',1579469223,1579474940,'KFLL','KCLT','AAL2686 '
104,'a6cc84',1579460681,1579474885,'KFLL','KLAS','XOJ537  '
105,'adc5ff',1579458330,1579474533,'KFLL','KLAX','JBU700  '
106,'a22ec1',1579462271,1579474413,'KFLL',None,'N24MH   '
107,'a3e94e',1579467346,1579474304,'KFLL','KBNA','JBU182  '
108,'aaed5a',1579468724,1579474174,'KFLL','KATL','DAL2154 '
109,'a8f338',1579464680,1579473726,'KFLL','KEWR','NKS525  '
110,'c0584d',1579464280,1579473598,'KFLL','CYYZ','ROU1626 '
111,'a7bbe9',1579463630,1579473248,'KFLL','KJFK','JBU501  '
112,'a82298',1579467422,1579472999,'KFLL','KATL','NKS537  '
113,'a4e3ee',1579471940,1579472679,'KFLL',None,'N414KS  '
114,'a28928',1579465740,1579472413,'KFLL','KIAH','UAL606  '
115,'acb1e2',1579463865,1579472394,'KFLL','KCLE','NKS1970 '
116,'ab2e9b',1579468815,1579472057,'KFLL','KSPG','N82B    '
117,'ab967b',1579461126,1579471947,'KFLL','KMSP','DAL1826 '
118,'a2401b',1579466441,1579471662,'KFLL','50NC','AAY1729 '
119,'a4dd07',1579470690,1579471337,'KFLL',None,'N412RB  '
120,'c07f05',1579454643,1579471258,'KFLL','CYYC','WJA1630 '
121,'a7486a',1579455090,1579471096,'KFLL','KLAX','ASA332  '
122,'a85caa',1579465832,1579470544,'KFLL',None,'NKS244  '
123,'ab92c4',1579461461,1579470442,'KFLL',None,'DAL1704 '
124,'a32ef8',1579462418,1579470289,'KFLL','KDCA','JBU1579 '
125,'a924fc',1579464662,1579469962,'KFLL','KATL','DAL1099 '
126,'acffb7',1579461895,1579469762,'KFLL','KDFW','AAL244  '
127,'a6a00b',1579460792,1579469620,'KFLL','KEWR','JBU605  '
128,'a8f6ef',1579450442,1579469110,'KFLL','KFLL','NKS145  '
129,'aa589c',1579457701,1579468934,'KFLL','KBOS','JBU2269 '
130,'ad9811',1579463155,1579468788,'KFLL','KCLT','AAL1709 '
131,'a967eb',1579460978,1579468769,'KFLL','KAUS','JBU512  '
132,'ad734a',1579459386,1579468573,'KFLL','KLGA','JBU1171 '
133,'a57e71',1579467524,1579468497,'KFLL','KMIA','N453ND  '
134,'abd57e',1579460091,1579468379,'KFLL',None,'SWA2557 '
135,'a83876',1579466583,1579468226,'KFLL',None,'JBU1500 '
136,'abaaa8',1579456353,1579468028,'KFLL','KDEN','SWA3319 '
137,'aceb61',1579459963,1579467860,'KFLL','KDCA','SWA2512 '
138,'a63388',1579460146,1579467719,'KFLL','MDPC','SWA689  '
139,'a5f5bf',1579463161,1579467560,'KFLL',None,'SWA1007 '
140,'a90bdb',1579458901,1579467348,'KFLL','KACY','NKS235  '
141,'ad35e0',1579457707,1579467078,'KFLL','KORD','AAL2869 '
142,'abd5bb',1579458902,1579466899,'KFLL','KDAL','SWA5415 '
143,'a8712a',1579461219,1579466657,'KFLL','KATL','JBU567  '
144,'a78e09',1579460901,1579466517,'KFLL','KCLT','AAL523  '
145,'abb2d5',1579457102,1579466419,'KFLL',None,'DAL2918 '
146,'e4941b',1579435898,1579466244,'KFLL','SBKP','AZU8702 '
147,'a8d600',1579460892,1579466060,'KFLL','KATL','DAL1009 '
148,'a3a0eb',1579458645,1579465527,'KFLL','KIAH','UAL2458 '
149,'aafca8',1579455857,1579465409,'KFLL','KJFK','JBU201  '
150,'ac82f5',1579459433,1579465266,'KFLL','KRDU','NKS498  '
151,'a7f3ab',1579455255,1579465070,'KFLL','KLGA','NKS197  '
152,'a0acbb',1579455352,1579464809,'KFLL','KORD','UAL508  '
153,'a63660',1579454828,1579464515,'KFLL','MROC','N5MQ    '
154,'abc4d8',1579456510,1579464414,'KFLL','KBWI','SWA4605 '
155,'aa9e04',1579447968,1579463747,'KFLL','KBWI','SWA1867 '
156,'a84d62',1579451802,1579463536,'KFLL','KBOS','JBU269  '
157,'acbf60',1579452611,1579462949,'KFLL',None,'NKS663  '
158,'a3e8dc',1579452726,1579462855,'KFLL','KJFK','DAL2598 '
159,'a7a1e8',1579452522,1579461745,'KFLL','KEWR','JBU305  '
160,'c06a75',1579442912,1579461653,'KFLL','CYVR','TSC422  '
161,'a239e0',1579451941,1579461315,'KFLL','KEWR','UAL832  '
162,'ad3cdf',1579451499,1579460984,'KFLL','KJFK','JBU1101 '
163,'a384f2',1579450290,1579459784,'KFLL','KLGA','DAL1076 '
164,'a95da0',1579457439,1579459640,'KFLL',None,'SIL0069 '
165,'a1ce16',1579448663,1579459525,'KFLL','KPVD','SWA2626 '
166,'a2b0cd',1579448089,1579459439,'KFLL','KDEN','UAL2188 '
167,'acced9',1579453635,1579459355,'KFLL','KCLT','AAL1877 '
168,'a87cbb',1579449799,1579459090,'KFLL','KDTW','NKS1360 '
169,'a44728',1579456290,1579459011,'KFLL',None,'JBU117  '
170,'a87586',1579457573,1579458855,'KFLL','KAPF','EJA644  '
171,'a7c806',1579458109,1579458751,'KFLL','KFLL','N600HZ  '
172,'a43fba',1579454682,1579458672,'KFLL',None,'JBU1422 '
173,'a3d122',1579452285,1579458629,'KFLL','KRDU','DAL1218 '
174,'0c602f',1579444996,1579458522,'KFLL',None,'BWA480  '
175,'a80d40',1579454250,1579458371,'KFLL',None,'JBU1796 '
176,'a21f94',1579449570,1579458265,'KFLL','KDCA','JBU979  '
177,'c00926',1579447680,1579457903,'KFLL','CYYZ','WJA1232 '
178,'acc95c',1579449213,1579457601,'KFLL','KPHL','AAL1845 '
179,'a7167f',1579447771,1579457409,'KFLL','KEWR','JBU205  '
180,'aab4d3',None,1579457358,'KFLL',None,'N78934  '
181,'a6c013',1579448959,1579457144,'KFLL','TJIG','JBU1654 '
182,'a2189c',1579450920,1579457062,'KFLL',None,'AAY1767 '
183,'aa76cb',1579456295,1579456946,'KFLL',None,'SWA605  '
184,'ab6efc',1579448060,1579456866,'KFLL',None,'DAL1060 '
185,'a7081a',1579451798,1579456768,'KFLL','KATL','DAL1827 '
186,'a8e0a5',1579448850,1579456717,'KFLL','KBWI','NKS305  '
187,'a003f0',1579450956,1579456569,'KFLL',None,'N10SE   '
188,'a41e2c',1579447150,1579456210,'KFLL','KORD','UAL2335 '
189,'a7e276',1579455190,1579455839,'KFLL',None,'NKS952  '
190,'a3891a',1579455042,1579455659,'KFLL',None,'N327JA  '
191,'a5aa78',1579443585,1579455178,'KFLL','KDEN','SWA4427 '
192,'a99045',1579447045,1579455106,'KFLL','KBWI','SWA4973 '
193,'a4f752',1579448313,1579454999,'KFLL','KIAH','UAL2040 '
194,'a05c23',1579450665,1579454909,'KFLL',None,'N122LJ  '
195,'aa839f',1579454079,1579454805,'KFLL',None,'N777GA  '
196,'abc432',1579445854,1579454688,'KFLL','KMDW','SWA3234 '
197,'a85961',1579446036,1579454450,'KFLL','MRPV','N637SV  '
198,'aa231c',1579446042,1579454346,'KFLL','KPIT','SWA2778 '
199,'abc0c1',1579452168,1579454244,'KFLL','KTPA','SWA3261 '
200,'a8453e',1579442228,1579454116,'KFLL','SKBO','AVA036  '
201,'aaffcc',1579452303,1579453870,'KFLL','KRSW','CST84   '
202,'ad9b28',1579445826,1579453709,'KFLL','KDFW','AAL1579 '
203,'ac8a63',1579445028,1579453679,'KFLL','TJIG','NKS1959 '
204,'a242eb',1579452776,1579453519,'KFLL',None,'N245DP  '
205,'a922fd',1579451433,1579453389,'KFLL',None,'CAY2104 '
206,'abec26',1579445568,1579453302,'KFLL','KSAT','SWA2771 '
207,'aaac18',1579442105,1579453166,'KFLL',None,'SWA2688 '
208,'a894f2',1579442412,1579452929,'KFLL',None,'JBU959  '
209,'a82298',1579447656,1579452837,'KFLL','KATL','NKS877  '
210,'abd536',1579445160,1579452719,'KFLL','KAUS','SWA2633 '
211,'0d079b',1579450777,1579452509,'KFLL',None,'XAHNY   '
212,'a8d249',1579447473,1579452491,'KFLL','KATL','DAL2026 '
213,'ab4f5d',1579443217,1579452283,'KFLL','KORD','JBU563  '
214,'a0faf3',1579446743,1579452239,'KFLL','KCLT','AAL1924 '
215,'a2401b',1579443961,1579452010,'KFLL','KLCK','AAY1740 '
216,'a923cd',1579442753,1579451879,'KFLL','KORD','UAL2139 '
217,'abc2fb',1579442746,1579451728,'KFLL','KJFK','N857ST  '
218,'c078b1',1579441697,1579451632,'KFLL','CYYZ','TSC146  '
219,'a4b57e',1579449111,1579451508,'KFLL',None,'EJA402  '
220,'a70f11',1579446316,1579451406,'KFLL','KATL','JBU2932 '
221,'a38252',1579441266,1579451321,'KFLL','KHPN','EJA325  '
222,'a19404',1579449122,1579451266,'KFLL',None,'SWA4446 '
223,'a3b8da',1579440365,1579451166,'KFLL','5NC2','NSH339  '
224,'a449e5',1579443582,1579451066,'KFLL','KCVG','DAL1509 '
225,'a42ed3',1579443262,1579450992,'KFLL','KFLL','FSP369  '
226,'acaa74',1579443156,1579450814,'KFLL','KDFW','NKS1967 '
227,'c051d1',1579437362,1579450721,'KFLL',None,'TSC940  '
228,'abd59a',1579442452,1579450601,'KFLL','KBWI','SWA4339 '
229,'aa7052',1579444246,1579450505,'KFLL','KBNA','SWA4758 '
230,'a53369',1579447675,1579450323,'KFLL',None,'EJA434  '
231,'c03517',1579440204,1579450226,'KFLL','CYYZ','WJA1230 '
232,'a78605',1579439622,1579450117,'KFLL','KMSP','DAL2901 '
233,'a3e5fa',1579440500,1579449967,'KFLL','KJFK','DAL1948 '
234,'a06abb',1579448748,1579449814,'KFLL','FA37','N126HR  '
235,'a19910',1579440391,1579449745,'KFLL','KJFK','JBU1    '
236,'a81163',1579440941,1579449649,'KFLL','88PA','NKS577  '
237,'a3866d',1579437896,1579449359,'KFLL','KBOS','DAL1325 '
238,'c0787b',1579436974,1579449253,'KFLL','CYUL','TSC934  '
239,'a2da60',1579441237,1579449130,'KFLL','KCVG','AAY1306 '
240,'abb624',1579440504,1579449119,'KFLL','TJIG','SWA3842 '
241,'a494eb',1579440751,1579449040,'KFLL','KIAD','UAL1785 '
242,'a3e94e',1579447741,1579448990,'KFLL',None,'JBU800  '
243,'a83108',1579448255,1579448879,'KFLL',None,'JBU1676 '
244,'aa432d',1579439947,1579448803,'KFLL','KMCI','SWA3722 '
245,'a7fed0',1579439646,1579448695,'KFLL','KORD','NKS3    '
246,'ab0ed6',1579438686,1579448639,'KFLL','KEWR','UAL335  '
247,'c050b9',1579435950,1579448425,'KFLL','CYUL','ROU1600 '
248,'a4ae45',1579442089,1579448382,'KFLL','24FL','SIL0096 '
249,'acd88e',1579443378,1579448307,'KFLL','KATL','DAL1420 '
250,'aca01a',1579437306,1579448204,'KFLL',None,'SWA3294 '
251,'a6ab27',1579440123,1579448098,'KFLL','TJIG','JBU1454 '
252,'a3524e',1579438482,1579448009,'KFLL','KLGA','DAL2335 '
253,'a83ef2',1579395956,1579447908,'KFLL','KFLL','NKS408  '
254,'a3dbd0',1579439681,1579447819,'KFLL','KDCA','JBU1379 '
255,'a36553',1579444785,1579447634,'KFLL',None,'JBU17   '
256,'a59b5e',1579440829,1579447491,'KFLL','KIAH','UAL2083 '
257,'c021fc',1579437341,1579447486,'KFLL','CYYZ','ROU1620 '
258,'a9a58d',1579438752,1579447399,'KFLL','KBWI','SWA5512 '
259,'a0e7f4',1579439449,1579447333,'KFLL','KDFW','AAL919  '
260,'a83e86',1579437180,1579447214,'KFLL','KJFK','JBU6101 '
261,'aaaddc',1579438088,1579447114,'KFLL','KMDW','SWA4417 '
262,'ac8b2e',1579441953,1579446939,'KFLL','KATL','SWA2509 '
263,'aab9aa',1579437000,1579446899,'KFLL','KBUF','SWA4281 '
264,'aa73c3',1579445228,1579446838,'KFLL',None,'SWA3921 '
265,'aaa5dc',1579434610,1579446779,'KFLL','KPVD','SWA3197 '
266,'a4f037',1579445290,1579446671,'KFLL',None,'SIL0143 '
267,'a92b0c',1579441645,1579446594,'KFLL','KATL','DAL9937 '
268,'a238b9',1579435789,1579446549,'KFLL','KTTN','N242PG  '
269,'ab83e8',1579437810,1579446448,'KFLL',None,'DAL1668 '
270,'a8712a',1579435650,1579446071,'KFLL','KEWR','JBU1505 '
271,'a1a917',1579436286,1579445939,'KFLL','KHPN','JBU913  '
272,'a683a8',1579433282,1579445547,'KFLL','SKBO','JBU1558 '
273,'a8553c',1579429637,1579445354,'KFLL','KBOS','NKS103  '
274,'a8d6de',1579435785,1579445249,'KFLL','KDTW','NKS417  '
275,'a3d7dc',1579436117,1579445119,'KFLL','KTTN','811     '
276,'a23c64',1579439046,1579445009,'KFLL','KTYS','AAY414  '
277,'a8de33',1579439632,1579444729,'KFLL','KATL','DAL2390 '
278,'a4b1fc',1579441591,1579444459,'KFLL','KTPA','SIL0058 '
279,'a5f5bf',1579435784,1579444367,'KFLL','KDCA','SWA3451 '
280,'896177',1579386501,1579444242,'KFLL','OMDB','UAE213  '
281,'a90f92',1579435174,1579444026,'KFLL','KPHL','NKS1005 '
282,'a83876',1579435142,1579443914,'KFLL','KCLE','JBU657  '
283,'abb205',1579435848,1579443775,'KFLL','KDAL','SWA3091 '
284,'a0fbb7',1579434336,1579443684,'KFLL','KCLE','UAL1235 '
285,'ad4f72',1579433928,1579443569,'KFLL','KLGA','JBU371  '
286,'a3998d',1579441019,1579443492,'KFLL',None,'SIL0053 '
287,'a1e9af',1579437699,1579443251,'KFLL',None,'AAY1212 '
288,'a98f6a',1579431676,1579443145,'KFLL','KBOS','JBU569  '
289,'a8f338',1579437960,1579442930,'KFLL','KATL','NKS231  '
290,'a8cf70',1579433652,1579442831,'KFLL','KLGA','NKS705  '
291,'a4034f',1579436709,1579442728,'KFLL','KRDU','JBU1125 '
292,'a8f6ef',1579433688,1579442510,'KFLL','KORD','NKS02   '
293,'a869bc',1579432219,1579442178,'KFLL','KBUF','JBU2465 '
294,'abd57e',1579435291,1579441945,'KFLL','KHOU','SWA2574 '
295,'a6a00b',1579434975,1579441867,'KFLL',None,'JBU1145 '
296,'a91700',1579434000,1579441789,'KFLL','KDFW','NKS972  '
297,'ad3098',1579435577,1579441629,'KFLL','KRDU','SWA4782 '
298,'abd9d9',1579433708,1579441551,'KFLL','KSTL','SWA2209 '
299,'a8dcee',1579432263,1579441499,'KFLL','KEWR','NKS521  '
300,'aa76cb',1579432320,1579441334,'KFLL','KMDW','SWA5084 '
301,'a6a7dc',1579432871,1579441265,'KFLL','KACY','NKS259  '
302,'aa9e4a',1579435896,1579440897,'KFLL','KATL','SWA4877 '
303,'a2e646',1579432984,1579440755,'KFLL','20II','SWA3673 '
304,'a50c7c',1579432444,1579440599,'KFLL','KCMH','SWA5040 '
305,'a891a7',1579432076,1579440209,'KFLL','KCMH','NKS445  '
306,'a854d0',1579431450,1579440070,'KFLL','KPHL','JBU375  '
307,'a5050e',1579433307,1579439938,'KFLL','KBNA','SWA2505 '
308,'a8ebca',1579432135,1579439819,'KFLL','KBWI','NKS301  '
309,'abef98',1579434952,1579439620,'KFLL',None,'SWA3632 '
310,'ad646e',1579421600,1579438649,'KFLL','KSFO','JBU278  '
311,'a89915',1579436232,1579438499,'KFLL',None,'NKS675  '
312,'a6ab93',1579433784,1579438354,'KFLL',None,'NKS672  '
313,'ade9c0',1579428775,1579438256,'KFLL','KJFK','JBU601  '
314,'acba1b',1579435294,1579437234,'KFLL',None,'SWA2879 '
315,'a66239',1579432043,1579437076,'KFLL','KATL','JBU467  '
316,'a79d78',1579418691,1579436817,'KFLL','KSEA','ASA982  '
317,'a86605',1579428158,1579436699,'KFLL','TJSJ','JBU954  '
318,'a6b1a3',1579434126,1579436183,'KFLL','KTPA','NKS571  '
319,'abd254',1579433715,1579435736,'KFLL','KTPA','SWA2487 '
320,'e8406f',1579406852,1579435234,'KFLL',None,'TA566   '
321,'a7bbe9',1579427701,1579435035,'KFLL',None,'JBU1092 '
322,'a7db08',1579423262,1579434536,'KFLL','3NK5','NKS451  '
323,'a8d327',1579423741,1579432117,'KFLL','MROC','NKS338  '
324,'a9046d',1579430623,1579431968,'KFLL',None,'NKS434  '
325,'a80d40',1579418821,1579431820,'KFLL','KPHX','JBU1158 '
326,'a31120',1579419468,1579431655,'KFLL','TJIG','BYA185  '
327,'a87196',1579421737,1579431474,'KFLL','KIAG','NKS647  '
328,'a7ad0d',1579430645,1579431353,'KFLL',None,'JBU344  '
329,'acae2b',1579413272,1579431253,'KFLL','SPJC','NKS978  '
330,'a8352b',1579429866,1579431129,'KFLL',None,'NKS914  '
331,'addadb',1579415040,1579431012,'KFLL','KLAX','JBU100  '
332,'a6b7ec',1579414791,1579430863,'KFLL','KLAX','ASA865  '
333,'acbf60',1579423546,1579430787,'KFLL',None,'NKS374  '
334,'e4900c',1579400771,1579430603,'KFLL','SBKP','AZU8704 '
335,'a7f3ab',1579415538,1579430217,'KFLL','KLAS','NKS954  '
336,'a8ef81',1579429383,1579430044,'KFLL',None,'NKS632  '
337,'a91349',1579428752,1579429905,'KFLL',None,'NKS826  '
338,'a8e0a5',1579418370,1579429799,'KFLL','KDEN','NKS970  '
339,'a7a1e8',1579414623,1579428816,'KFLL','KLAS','JBU8    '
340,'ab0416',1579410620,1579428699,'KFLL','SPJC','JBU1824 '
341,'acb1e2',1579412670,1579428173,'KFLL','KLAX','NKS310  '
342,'a84dce',1579416781,1579427572,'KFLL','KMSP','NKS597  '
343,'a70f11',1579414380,1579427264,'KFLL',None,'JBU2850 '
344,'ac8a63',1579425940,1579427125,'KFLL',None,'NKS1140 '
345,'a7167f',1579412040,1579426013,'KFLL','KU42','JBU320  '
346,'a7e20a',1579424359,1579425749,'KFLL',None,'JBU1256 '
347,'a7e276',1579417733,1579424999,'KFLL',None,'NKS9107 '
348,'a60eb5',1579410408,1579420606,'KFLL',None,'N49KW   '
349,'a85caa',1579408180,1579416647,'KFLL','TJIG','NKS799  '
350,'a8c094',1579403928,1579415169,'KFLL','KBOS','NKS615  '
351,'ac7b1b',1579403500,1579412877,'KFLL','KLGA','JBU499  '
352,'ade58f',1579409174,1579412025,'KFLL',None,'N995DP  '
353,'ad945a',1579406119,1579411499,'KFLL','KCLT','AAL2338 '
354,'c00bce',1579401296,1579411090,'KFLL','CYYZ','CFEMF   '
355,'a44728',1579400963,1579410965,'KFLL','KSWF','JBU535  '
356,'a6ab27',1579401639,1579410739,'KFLL','KEWR','JBU905  '
357,'ad292a',1579398789,1579410229,'KFLL','KPVD','SWA3204 '
358,'a7bbe9',1579398994,1579409818,'KFLL','KBOS','JBU2469 '
359,'a898a9',1579399277,1579409094,'KFLL','KHPN','JBU813  '
360,'a9125f',1579400298,1579408814,'KFLL',None,'DAL2519 '
361,'a53ee2',1579399803,1579408752,'KFLL','KORD','UAL2297 '
362,'a37df6',1579399747,1579407928,'KFLL','KDCA','JBU1279 '
363,'a94b02',1579395743,1579407262,'KFLL','KDEN','UAL1098 '
364,'ac058a',1579373873,1579407058,'KFLL',None,'DAL2274 '
365,'a91e6e',1579398164,1579406959,'KFLL','KEWR','NKS1529 '
366,'a8ef81',1579397654,1579406687,'KFLL','KORD','NKS425  '
367,'a8d249',1579401496,1579406556,'KFLL','KATL','DAL2126 '
368,'adc2a7',1579397466,1579406309,'KFLL','KORD','AAL2541 '
369,'a8063e',1579394740,1579406165,'KFLL','KDEN','NKS1334 '
370,'ad444d',1579396133,1579405678,'KFLL','KLGA','JBU1271 '
371,'a2536f',1579396629,1579405435,'KFLL','KMDW','SWA2684 '
372,'ad2095',1579388884,1579405341,'KFLL','KLAX','JBU2800 '
373,'acbf60',1579396384,1579405219,'KFLL','KLGA','NKS779  '
374,'a91349',1579397066,1579405095,'KFLL','KBWI','NKS443  '
375,'a790b3',1579396704,1579405027,'KFLL','TJIG','JBU1954 '
376,'a4943f',1579395477,1579404929,'KFLL','KEWR','UAL247  '
377,'ade8fa',1579396529,1579404847,'KFLL','KDFW','AAL1576 '
378,'a9046d',1579396162,1579404746,'KFLL','KACY','NKS265  '
379,'adddd4',1579401861,1579404617,'KFLL','FA54','N993AM  '
380,'aad762',1579396399,1579404504,'KFLL','KBWI','SWA5171 '
381,'aa7e7d',1579386686,1579404371,'KFLL','KSFO','UAL574  '
382,'a7ad0d',1579393898,1579404011,'KFLL',None,'JBU1459 '
383,'a48a8f',1579394651,1579403833,'KFLL','KJFK','DAL2910 '
384,'a8913b',1579394616,1579403669,'KFLL','KEWR','JBU2705 '
