,ICAO Code,First Seen Timestamp,Last Seen Timestamp,Arrival Airport Code,Destination Airport Code,Flight Number,iaco
3310,c0096f,1579210785.0,1579213280,KPIE,KOPF,FEX902  ,null
3312,a12453,1579211436.0,1579212068,KPIE,nan,N173AA  ,null
3313,add4a3,1579202354.0,1579211914,KPIE,nan,N990WM  ,null
3315,a9563c,1579210352.0,1579211022,KPIE,nan,N700TE  ,null
3316,ac90bd,1579201014.0,1579210425,KPIE,nan,N909BJ  ,null
3318,ad4703,1579205575.0,1579209338,KPIE,KPIE,N9548R  ,null
3320,ab198e,1579203875.0,1579207338,KPIE,nan,N814PS  ,null
3324,a68764,1579202174.0,1579204117,KPIE,nan,N52JG   ,null
3325,a33df9,1579201631.0,1579203626,KPIE,nan,N308KP  ,null
3326,a904e3,1579198770.0,1579203480,KPIE,KPIE,N680TC  ,null
3327,a75d85,1579200952.0,1579202409,KPIE,KPIE,N574CP  ,null
3329,a0dde1,1579197957.0,1579201550,KPIE,nan,N155MM  ,null
3330,aa1e35,1579198412.0,1579201431,KPIE,nan,N751ES  ,null
3332,a4e323,1579197556.0,1579200735,KPIE,nan,N414BP  ,null
3333,a5f362,1579197870.0,1579199154,KPIE,KVNC,N4827P  ,null
3338,a9c2c3,1579195872.0,1579196953,KPIE,nan,N728RH  ,null
3340,a460a6,1579193528.0,1579196188,KPIE,KPIE,N381SW  ,null
3341,add1f7,1579193913.0,1579195865,KPIE,nan,N99TD   ,null
3342,aa1dc1,1579188841.0,1579195747,KPIE,nan,N751AA  ,null
3345,a57ef6,1579193906.0,1579195491,KPIE,KAPF,N453TM  ,null
3350,ab60a1,1579185047.0,1579194209,KPIE,nan,N832JS  ,null
3356,a0fd9d,1579189335.0,1579192235,KPIE,nan,N163JB  ,null
3360,abf3be,1579184985.0,1579186029,KPIE,nan,N8698H  ,null
3363,a4d971,1579179879.0,1579182616,KPIE,nan,N411SK  ,null
3364,a29677,1579180107.0,1579182449,KPIE,nan,N266ND  ,null
3368,a2107b,1579499377.0,1579512232,KTPA,nan,FFT2098 ,FFT
3370,a0ad6c,1579500953.0,1579508407,KTPA,nan,GTI3534 ,GTI
3372,aae316,1579498609.0,1579500639,KTPA,KMIA,AAL1921 ,AAL
3373,ac89f7,1579489417.0,1579499178,KTPA,nan,JBU225  ,JBU
3374,a364ea,1579495421.0,1579499067,KTPA,nan,DAL0386 ,DAL
3375,a4f5a7,1579486901.0,1579498900,KTPA,nan,ATN3717 ,ATN
3379,a88b64,1579485478.0,1579497190,KTPA,nan,N65LJ   ,null
3380,a09188,1579490551.0,1579497081,KTPA,nan,AAL2256 ,AAL
3381,abb601,1579489276.0,1579496870,KTPA,nan,SWA4626 ,SWA
3382,aa7b33,1579491570.0,1579496639,KTPA,nan,SWA3660 ,SWA
3384,a137d6,1579490302.0,1579496420,KTPA,nan,N178KR  ,null
3386,a1ca5f,1579488766.0,1579495431,KTPA,nan,SWA4148 ,SWA
3387,abb595,1579493072.0,1579495303,KTPA,KFLL,SWA3930 ,SWA
3388,a67399,1579487209.0,1579495194,KTPA,nan,SOO3604 ,null
3391,a73059,1579486632.0,1579494613,KTPA,nan,SWA4505 ,SWA
3394,acc3e2,1579486281.0,1579493871,KTPA,nan,SWA2181 ,SWA
3398,a14700,1579483631.0,1579492887,KTPA,nan,UAL1983 ,UAL
3400,a330a0,1579486920.0,1579492289,KTPA,nan,UAL1789 ,UAL
3403,aa9723,1579485420.0,1579491463,KTPA,nan,SWA6568 ,SWA
3404,a302a0,1579488986.0,1579491292,KTPA,nan,SWA3953 ,SWA
3405,a72c78,1579486154.0,1579491082,KTPA,nan,AAL864  ,AAL
3406,a972d3,1579483139.0,1579490952,KTPA,nan,FFT1447 ,FFT
3407,aa42f7,1579484218.0,1579490741,KTPA,nan,EJA760  ,EJA
3408,a2d76a,1579483759.0,1579490546,KTPA,nan,SWA5512 ,SWA
3409,a8aa87,1579478527.0,1579490455,KTPA,nan,AAL604  ,AAL
3410,a39d95,1579480806.0,1579490367,KTPA,nan,DAL2287 ,DAL
3411,a4943e,1579480364.0,1579490234,KTPA,nan,UAL1819 ,UAL
3412,a69f97,1579485890.0,1579490148,KTPA,nan,N526DV  ,null
3413,aaa573,1579486390.0,1579490037,KTPA,nan,SWA4857 ,SWA
3414,a4dda4,1579488481.0,1579489949,KTPA,nan,SIL0051 ,SIL
3415,a0e607,1579484998.0,1579489844,KTPA,nan,AAL2022 ,AAL
3417,aae5a9,1579481837.0,1579489435,KTPA,nan,AAL1745 ,AAL
3420,a85185,1579482267.0,1579488839,KTPA,nan,NKS1881 ,NKS
3422,a5e0d3,1579480293.0,1579488201,KTPA,nan,SWA4483 ,SWA
3424,a50ff5,1579479643.0,1579487575,KTPA,nan,UAL246  ,UAL
3425,c01d3c,1579478587.0,1579487397,KTPA,nan,WSW822  ,WSW
3426,a041b0,1579483603.0,1579486880,KTPA,nan,FDY85   ,FDY
3427,a416be,1579478404.0,1579486536,KTPA,nan,UAL1087 ,UAL
3429,aa7409,1579482185.0,1579486176,KTPA,nan,SWA3248 ,SWA
3430,c040e8,1579478404.0,1579486086,KTPA,nan,WSW748  ,WSW
3431,a676c4,1579478405.0,1579485974,KTPA,nan,SOO3608 ,null
3432,a264a4,1579478404.0,1579485846,KTPA,nan,SWA5509 ,SWA
3433,a95c3f,1579478406.0,1579485703,KTPA,nan,N702CS  ,null
3434,a22bf0,1579478589.0,1579485209,KTPA,nan,SWA4506 ,SWA
3435,ad2aed,1579478405.0,1579484609,KTPA,nan,AAL347  ,AAL
3437,abe101,1579481362.0,1579484263,KTPA,nan,SWA2735 ,SWA
3440,a07341,1579479112.0,1579483903,KTPA,nan,AAL232  ,AAL
3441,a9653d,1579478404.0,1579483744,KTPA,nan,AAL2082 ,AAL
3442,ad1e05,1579478404.0,1579483575,KTPA,nan,SWA692  ,SWA
3443,a406c9,1579478404.0,1579483346,KTPA,nan,FFT2543 ,FFT
3447,a43e83,1579478617.0,1579482458,KTPA,nan,UAL360  ,UAL
3449,a8b805,1579478661.0,1579482253,KTPA,nan,AAL1693 ,AAL
3450,a05eb4,1579479560.0,1579481782,KTPA,KMIA,GTI6951 ,GTI
3451,abbd0a,1579478408.0,1579481391,KTPA,nan,SWA2327 ,SWA
3452,a196c8,1579478930.0,1579480739,KTPA,nan,SWA2631 ,SWA
3453,acc317,1579478456.0,1579480649,KTPA,nan,NKS1783 ,NKS
3455,a41412,1579478409.0,1579479861,KTPA,nan,DAL634  ,DAL
3456,a3520e,1579478404.0,1579479709,KTPA,nan,ATN3332 ,ATN
3457,abb995,1579478404.0,1579479547,KTPA,nan,SWA2220 ,SWA
3458,aa73e9,1579478426.0,1579479286,KTPA,nan,SWA3757 ,SWA
3460,a35283,1579469250.0,1579477733,KTPA,nan,FFT2377 ,FFT
3463,a8d1f7,1579474771.0,1579477381,KTPA,nan,CNS41   ,null
3464,acd0ca,1579470810.0,1579477248,KTPA,nan,AAL1619 ,AAL
3465,a9ccb0,1579472834.0,1579477159,KTPA,nan,SWA2392 ,SWA
3468,aa7e16,1579468415.0,1579475971,KTPA,nan,SWA3500 ,SWA
3470,aa7a83,1579466141.0,1579475650,KTPA,nan,SWA4245 ,SWA
3471,ac7581,1579473345.0,1579475534,KTPA,KMIA,AAL669  ,AAL
3472,ad7bdf,1579469144.0,1579475452,KTPA,nan,SWA2875 ,SWA
3477,a8b95f,1579465585.0,1579474798,KTPA,nan,EJA661  ,EJA
3478,a5d1b9,1579466794.0,1579474667,KTPA,nan,UAL397  ,UAL
3480,a62732,1579471113.0,1579474497,KTPA,nan,LAK496  ,null
3482,ac90f3,1579459650.0,1579473890,KTPA,nan,DAL1301 ,DAL
3483,a98cbc,1579465292.0,1579473774,KTPA,nan,AAL2032 ,AAL
3484,a0c895,1579471564.0,1579473546,KTPA,nan,N15HR   ,null
3485,aa56b8,1579467434.0,1579473032,KTPA,nan,UAL2067 ,UAL
3487,aab129,1579466929.0,1579472069,KTPA,nan,SWA3051 ,SWA
3489,a65408,1579465044.0,1579471875,KTPA,nan,AAL2430 ,AAL
3490,a57b4d,1579455931.0,1579471785,KTPA,nan,UAL352  ,UAL
3491,a3ad6d,1579466340.0,1579471673,KTPA,nan,EDV5233 ,EDV
3494,4006c3,1579436965.0,1579471187,KTPA,nan,BAW60T  ,BAW
3496,a2561e,1579462492.0,1579470899,KTPA,nan,N25KZ   ,null
3497,a4c48f,1579468056.0,1579470723,KTPA,nan,SIL0138 ,SIL
3499,a6d9bf,1579466685.0,1579470475,KTPA,nan,DAL1874 ,DAL
3501,a54926,1579464113.0,1579470262,KTPA,nan,N44KA   ,null
3502,adbdc9,1579461109.0,1579470179,KTPA,nan,DAL2010 ,DAL
3506,aca22e,1579461851.0,1579469556,KTPA,nan,DAL2160 ,DAL
3507,a29cbf,1579452754.0,1579469446,KTPA,nan,ASA770  ,ASA
3508,a55f31,1579461939.0,1579469058,KTPA,nan,SWA3770 ,SWA
3510,a0d33d,1579448259.0,1579468649,KTPA,nan,N152SR  ,null
3511,a49510,1579458222.0,1579468521,KTPA,nan,UAL245  ,UAL
3512,a06bd3,1579460658.0,1579468372,KTPA,nan,AAL1767 ,AAL
3513,a13c73,1579463326.0,1579468179,KTPA,nan,AAL1748 ,AAL
3514,a20471,1579461692.0,1579468006,KTPA,nan,9004    ,null
3515,a38c95,1579464184.0,1579467825,KTPA,nan,FFT2551 ,FFT
3516,aac0ed,1579441976.0,1579467724,KTPA,nan,N792RC  ,null
3519,a2597f,1579459342.0,1579467041,KTPA,nan,SWA2499 ,SWA
3522,3c64c6,1579428637.0,1579466683,KTPA,nan,DLH482  ,DLH
3525,ac0cf8,1579462865.0,1579466327,KTPA,nan,DAL2047 ,DAL
3526,a2919a,1579465119.0,1579466253,KTPA,nan,ASA9461 ,ASA
3528,ab5b66,1579459432.0,1579465855,KTPA,nan,SWA2542 ,SWA
3530,a39392,1579460467.0,1579465580,KTPA,nan,N33BC   ,null
3531,aadf88,1579452102.0,1579465444,KTPA,nan,N80AD   ,null
3532,ad526c,1579457592.0,1579465318,KTPA,nan,AAL1101 ,AAL
3534,ac83c0,1579458037.0,1579464719,KTPA,nan,SWA3714 ,SWA
3535,a58672,1579457045.0,1579464609,KTPA,nan,UAL1112 ,UAL
3537,a8b44e,1579459350.0,1579463785,KTPA,nan,AAL1821 ,AAL
3538,ac1190,1579457078.0,1579463669,KTPA,nan,AAL2353 ,AAL
3539,a71b6d,1579455770.0,1579463241,KTPA,nan,SWA4777 ,SWA
3541,ab43c6,1579459133.0,1579462679,KTPA,nan,DAL2372 ,DAL
3542,ab678e,1579452911.0,1579462400,KTPA,nan,DAL794  ,DAL
3543,a98052,1579459245.0,1579462367,KTPA,nan,N711FS  ,null
3544,a93ac8,1579452602.0,1579462215,KTPA,nan,NKS751  ,NKS
3545,a4afbe,1579459644.0,1579462121,KTPA,KMIA,AAL2807 ,AAL
3546,abadc0,1579453427.0,1579461355,KTPA,nan,SWA4008 ,SWA
3547,aa600a,1579449771.0,1579461252,KTPA,nan,JBU2191 ,JBU
3548,ab2363,1579458927.0,1579461119,KTPA,nan,N817AF  ,null
3549,a73ea3,1579459621.0,1579460954,KTPA,nan,EJA566  ,EJA
3550,a949a4,1579450938.0,1579460793,KTPA,nan,NKS921  ,NKS
3551,a36faa,1579458236.0,1579460635,KTPA,nan,N320PW  ,null
3552,a091c6,1579457928.0,1579460429,KTPA,nan,N136D   ,null
3553,abd90c,1579449279.0,1579460039,KTPA,nan,SWA4797 ,SWA
3554,a3d767,1579444500.0,1579459825,KTPA,nan,ATN3801 ,ATN
3555,a9f403,1579452835.0,1579459680,KTPA,nan,N740RB  ,null
3557,a7858e,1579449259.0,1579459333,KTPA,nan,JBU1052 ,JBU
3560,ac5bf6,1579455304.0,1579458944,KTPA,nan,DAL2330 ,DAL
3565,a39fb7,1579450203.0,1579457825,KTPA,nan,UAL2326 ,UAL
3567,a2615e,1579447533.0,1579457578,KTPA,nan,UAL1591 ,UAL
3569,a399de,1579448715.0,1579456439,KTPA,nan,DAL1959 ,DAL
3570,ac5d61,1579448470.0,1579456266,KTPA,nan,UAL678  ,UAL
3571,424195,1579453653.0,1579455809,KTPA,nan,CAY200  ,CAY
3572,ac769b,1579449042.0,1579455793,KTPA,nan,AAL2270 ,AAL
3576,0c200c,1579429022.0,1579454626,KTPA,nan,CMP393  ,CMP
3577,ab3fcc,1579447246.0,1579454346,KTPA,nan,AAL2039 ,AAL
3580,a9acb4,1579448607.0,1579452716,KTPA,nan,N722TS  ,null
3582,acfdf4,1579444478.0,1579452127,KTPA,nan,SWA5188 ,SWA
3583,a92c25,1579450179.0,1579452039,KTPA,nan,EJA690  ,EJA
3587,ad9a07,1579448139.0,1579451066,KTPA,nan,N976AZ  ,null
3588,a28947,1579441620.0,1579450895,KTPA,nan,UAL1524 ,UAL
3590,a30930,1579448573.0,1579450730,KTPA,nan,N295MR  ,null
3591,abbce5,1579443150.0,1579450584,KTPA,nan,SWA3482 ,SWA
3592,a1804c,1579445925.0,1579450515,KTPA,nan,AAL2046 ,AAL
3593,c058cb,1579438150.0,1579450429,KTPA,nan,ROU1618 ,ROU
3594,abb1de,1579438654.0,1579450252,KTPA,nan,SWA4519 ,SWA
3595,a70523,1579440011.0,1579450091,KTPA,nan,SWA3607 ,SWA
3598,a43c7a,1579440181.0,1579449635,KTPA,nan,DAL2280 ,DAL
3599,a2f77b,1579438820.0,1579449538,KTPA,nan,SWA5473 ,SWA
3600,a8af5f,1579441398.0,1579449056,KTPA,nan,NKS729  ,NKS
3603,ab2b23,1579439310.0,1579448728,KTPA,nan,DAL3066 ,DAL
3604,aa7df3,1579441939.0,1579448269,KTPA,nan,SWA4558 ,SWA
3608,a418b2,1579436861.0,1579447787,KTPA,nan,DAL2136 ,DAL
3609,aa1b9a,1579437572.0,1579447691,KTPA,nan,SWA2342 ,SWA
3613,acc1ee,1579440637.0,1579447270,KTPA,nan,AAL1351 ,AAL
3619,abe475,1579439047.0,1579446588,KTPA,nan,SWA3468 ,SWA
3621,aa4cf5,1579437572.0,1579446368,KTPA,nan,ATN3757 ,ATN
3625,a728eb,1579439310.0,1579445735,KTPA,nan,SWA4328 ,SWA
3628,acd4d7,1579441305.0,1579444828,KTPA,nan,DAL2607 ,DAL
3629,aa9769,1579437382.0,1579444793,KTPA,nan,SWA2476 ,SWA
3630,a842a9,1579439800.0,1579444659,KTPA,nan,NKS1651 ,NKS
3632,c05857,1579434814.0,1579443777,KTPA,nan,ROU1654 ,ROU
3634,abe0df,1579434930.0,1579443553,KTPA,nan,SWA2559 ,SWA
3635,abb8c4,1579436176.0,1579443424,KTPA,nan,SWA3487 ,SWA
3637,a615d0,1579436500.0,1579443047,KTPA,nan,SWA4184 ,SWA
3638,abe79d,1579439206.0,1579442769,KTPA,nan,SWA3505 ,SWA
3639,a2e9fd,1579437000.0,1579442564,KTPA,nan,SWA3649 ,SWA
3644,aa9b65,1579437037.0,1579439805,KTPA,nan,SWA2521 ,SWA
3648,a0d19e,1579434951.0,1579437358,KTPA,KMIA,AAL1118 ,AAL
3649,a62863,1579431293.0,1579436707,KTPA,nan,SWA5120 ,SWA
3651,a29551,1579414704.0,1579430959,KTPA,nan,ASA774  ,ASA
3652,a2090d,1579417945.0,1579427673,KTPA,nan,FFT290  ,FFT
3653,a3df4a,1579413186.0,1579426545,KTPA,nan,FFT2098 ,FFT
3655,a810af,1579417408.0,1579421759,KTPA,nan,FDX762  ,FDX
3656,a0f8f9,1579413817.0,1579421166,KTPA,nan,GTI3534 ,GTI
3657,a0387d,1579417486.0,1579420215,KTPA,nan,N113MT  ,null
3658,a6a30e,1579415165.0,1579415989,KTPA,nan,N527BF  ,null
3659,c05f93,1579406961.0,1579415909,KTPA,nan,ROU1658 ,ROU
3660,ad6f93,1579405117.0,1579414583,KTPA,nan,JBU225  ,JBU
3661,a37d8d,1579405546.0,1579414246,KTPA,nan,DAL2287 ,DAL
3662,a42665,1579401780.0,1579414079,KTPA,nan,ATN3717 ,ATN
3665,a16e7d,1579400625.0,1579409224,KTPA,nan,UAL1983 ,UAL
3667,a79ea8,1579405370.0,1579408855,KTPA,nan,DAL2993 ,DAL
3669,ada521,1579406021.0,1579408297,KTPA,KMIA,AAL1921 ,AAL
3671,a2fa34,1579406271.0,1579407968,KTPA,nan,N291LJ  ,null
3675,ab5db8,1579397586.0,1579406505,KTPA,nan,SCX155  ,SCX
3681,abf2c2,1579399086.0,1579404755,KTPA,nan,SWA5280 ,SWA
3684,a4aea2,1579396792.0,1579403427,KTPA,nan,SWA2228 ,SWA
3687,a10931,1579395847.0,1579402948,KTPA,nan,AAL2401 ,AAL
3689,a34b15,1579392007.0,1579402810,KTPA,nan,FFT2535 ,FFT
3690,a5d570,1579394705.0,1579402666,KTPA,nan,UAL246  ,UAL
3692,ada336,1579396882.0,1579401115,KTPA,nan,AAL2022 ,AAL
3693,a9b088,1579392276.0,1579400697,KTPA,nan,AAL2082 ,AAL
3694,a9ab87,1579390432.0,1579400328,KTPA,nan,FFT121  ,FFT
3695,a1ecb3,1579398955.0,1579400053,KTPA,nan,FFT9040 ,FFT
3697,a4cc5a,1579390675.0,1579399623,KTPA,nan,SWA5102 ,SWA
3698,aaa929,1579389070.0,1579399463,KTPA,nan,SWA5127 ,SWA
3699,a667e8,1579382789.0,1579399136,KTPA,nan,SOO3608 ,null
3702,aa7b78,1579391258.0,1579398797,KTPA,nan,SWA5085 ,SWA
3709,a04bbe,1579391381.0,1579395777,KTPA,nan,AAL232  ,AAL
3711,a6049b,1579387736.0,1579395358,KTPA,nan,SWA5112 ,SWA
3712,a4455e,1579387792.0,1579395157,KTPA,nan,UAL360  ,UAL
3714,a87f51,1579387498.0,1579394843,KTPA,nan,1693    ,null
3716,a43ee5,1579386250.0,1579394077,KTPA,nan,UAL397  ,UAL
3717,a890aa,1579389687.0,1579393859,KTPA,nan,N651CG  ,null
3718,a6b911,1579382375.0,1579393667,KTPA,nan,NKS797  ,NKS
3719,a3f7b8,1579384473.0,1579393445,KTPA,nan,DAL634  ,DAL
3720,aaad6d,1579383354.0,1579393373,KTPA,nan,SWA5099 ,SWA
3722,a81773,1579385150.0,1579393196,KTPA,nan,NKS1783 ,NKS
3724,a77c11,1579383943.0,1579392679,KTPA,nan,UAL1783 ,UAL
3725,ab4476,1579390782.0,1579392343,KTPA,KOCF,N825LP  ,null
3727,ad01ab,1579385506.0,1579392083,KTPA,nan,SWA5034 ,SWA
3730,aa9afc,1579381036.0,1579391707,KTPA,nan,SWA5175 ,SWA
3731,a4ce28,1579385148.0,1579391697,KTPA,nan,ATN3332 ,ATN
3732,40742e,1579358450.0,1579391543,KTPA,nan,NRS7165 ,NRS
3733,aaa595,1579382603.0,1579390940,KTPA,nan,SWA5138 ,SWA
3734,4b1900,1579351751.0,1579390457,KTPA,nan,EDW4K   ,EDW
3735,a78d73,1579382420.0,1579390246,KTPA,nan,DAL1621 ,DAL
3736,a72ca2,1579380541.0,1579390036,KTPA,nan,SWA4944 ,SWA
3737,a114f4,1579385562.0,1579389941,KTPA,nan,AAL1811 ,AAL
3739,a35da8,1579381031.0,1579389558,KTPA,nan,FFT2511 ,FFT
3745,ac76f2,1579373910.0,1579388986,KTPA,nan,DAL1301 ,DAL
3746,abbcc1,1579378750.0,1579388821,KTPA,nan,SWA5303 ,SWA
3747,a402dd,1579385140.0,1579388719,KTPA,nan,DAL2130 ,DAL
3748,a12894,1579386383.0,1579388609,KTPA,KOPF,N174FP  ,null
3751,a5e6f7,1579365382.0,1579387924,KTPA,nan,N48HH   ,null
3754,a3b87f,1579378691.0,1579387113,KTPA,nan,DAL951  ,DAL
3757,aa779d,1579377406.0,1579386727,KTPA,nan,SWA5118 ,SWA
3760,a0a2fc,1579384718.0,1579385512,KTPA,nan,N140DA  ,null
3761,ace7bf,1579379983.0,1579385411,KTPA,nan,EDV5233 ,EDV
3763,400775,1579350960.0,1579384717,KTPA,nan,BAW60T  ,BAW
3771,ae14a4,1579362185.0,1579383132,KTPA,nan,RFNK10  ,null
3777,a44b56,1579373676.0,1579382099,KTPA,nan,DAL2160 ,DAL
3778,a8c006,1579375482.0,1579382003,KTPA,nan,GTI3067 ,GTI
3779,a2a686,1579365611.0,1579381914,KTPA,nan,ASA770  ,ASA
3781,ac74e4,1579374306.0,1579381691,KTPA,nan,SWA4971 ,SWA
3783,a9df2f,1579373312.0,1579381559,KTPA,nan,SWA5600 ,SWA
3784,a9d27c,1579374531.0,1579381467,KTPA,nan,N       ,null
3785,3c64c5,1579342200.0,1579381375,KTPA,nan,DLH482  ,DLH
3786,a4b5d2,1579371060.0,1579381297,KTPA,nan,UAL245  ,UAL
3787,a3e6dd,1579377534.0,1579380533,KTPA,nan,N350XC  ,null
3791,acd1f6,1579367041.0,1579379538,KTPA,nan,AAL549  ,AAL
3794,a3f04a,1579369411.0,1579379098,KTPA,nan,DAL1660 ,DAL
3796,a8102a,1579371750.0,1579378806,KTPA,nan,UAL1112 ,UAL
3797,ad7471,1579371007.0,1579378703,KTPA,nan,SWA4302 ,SWA
3799,aaaa1e,1579367287.0,1579378436,KTPA,nan,SWA5065 ,SWA
3801,a8d206,1579373263.0,1579377809,KTPA,nan,AAL1821 ,AAL
3802,ada296,1579369654.0,1579377643,KTPA,nan,AAL2015 ,AAL
3803,a3de43,1579376164.0,1579377555,KTPA,KTPF,N3486U  ,null
3804,a9969b,1579367653.0,1579377524,KTPA,nan,FFT2526 ,FFT
3805,ad1986,1579370748.0,1579377419,KTPA,nan,AAL2353 ,AAL
3806,a35843,1579370972.0,1579376634,KTPA,nan,UAL1768 ,UAL
3808,a2e28f,1579373371.0,1579375646,KTPA,nan,SWA5907 ,SWA
3811,a1515b,1579367223.0,1579375349,KTPA,nan,AAL809  ,AAL
3817,c02535,1579363084.0,1579374151,KTPA,nan,CFOCI   ,null
3820,a442f3,1579370704.0,1579372658,KTPA,nan,DAL936  ,DAL
3821,a7faad,1579362770.0,1579372511,KTPA,nan,JBU1052 ,JBU
3824,a2d990,1579355451.0,1579371347,KTPA,nan,N283EM  ,null
3826,acfa3d,1579364105.0,1579371175,KTPA,nan,SWA2872 ,SWA
3827,a17063,1579361052.0,1579371095,KTPA,nan,JBU2191 ,JBU
3828,a3db5e,1579362829.0,1579370908,KTPA,nan,DAL1567 ,DAL
3834,aaea84,1579364918.0,1579369361,KTPA,nan,AAL2001 ,AAL
3835,abe3c8,1579361055.0,1579369177,KTPA,nan,SWA5698 ,SWA
3837,add2b6,1579362414.0,1579369049,KTPA,nan,AAL2270 ,AAL
3842,aa5237,1579360754.0,1579367989,KTPA,nan,AAL2039 ,AAL
3844,a35db6,1579366011.0,1579367777,KTPA,nan,N316GE  ,null
3845,a46e40,1579364213.0,1579367774,KTPA,nan,DAL1308 ,DAL
3847,5000ce,1579357895.0,1579366479,KTPA,nan,T7GQM   ,null
3849,a2685b,1579358356.0,1579365701,KTPA,nan,SWA5184 ,SWA
3851,a4c135,1579354662.0,1579365433,KTPA,nan,SWA5149 ,SWA
3852,a4fd72,1579362421.0,1579365320,KTPA,nan,SWQ3972 ,SWQ
3856,a47e31,1579363142.0,1579364901,KTPA,nan,N389RA  ,null
3860,a0b9aa,1579362524.0,1579364622,KTPA,nan,N146HA  ,null
3861,a7b0c4,1579355970.0,1579364499,KTPA,nan,JBU573  ,JBU
3864,abaa1a,1579353904.0,1579364139,KTPA,nan,SWA5232 ,SWA
3865,a56dcf,1579354861.0,1579364052,KTPA,nan,UAL1524 ,UAL
3869,a6c247,1579356605.0,1579363678,KTPA,nan,UAL2002 ,UAL
3870,a18304,1579361835.0,1579363604,KTPA,nan,N197JR  ,null
3871,abdf83,1579360728.0,1579363479,KTPA,KFXE,GAJ864  ,null
3872,ad185a,1579358683.0,1579363284,KTPA,nan,AAL2046 ,AAL
3873,a48e46,1579354080.0,1579362882,KTPA,nan,DAL2280 ,DAL
3874,a5dd1c,1579353655.0,1579362760,KTPA,nan,SWA4951 ,SWA
3875,c05e62,1579350437.0,1579362569,KTPA,nan,ROU1618 ,ROU
3877,ac75ee,1579359437.0,1579361948,KTPA,KMIA,AAL2584 ,AAL
3879,ad2ea9,1579352897.0,1579361537,KTPA,nan,DAL2794 ,DAL
3885,a438c3,1579350090.0,1579360139,KTPA,nan,DAL2136 ,DAL
3887,abc49b,1579352875.0,1579359839,KTPA,nan,SWA5225 ,SWA
3890,a7cfe3,1579353992.0,1579358957,KTPA,nan,NKS1651 ,NKS
3892,aba5b6,1579356770.0,1579358698,KTPA,KTPA,N85HH   ,null
3895,a6f00d,1579353632.0,1579357854,KTPA,nan,AAL503  ,AAL
3896,ab1d68,1579356108.0,1579357825,KTPA,KPMP,N815RB  ,null
3898,a98aff,1579348950.0,1579357307,KTPA,nan,ATN3757 ,ATN
3899,a2396e,1579350033.0,1579356988,KTPA,nan,SWA5190 ,SWA
3905,a5d965,1579345880.0,1579355314,KTPA,nan,SWA5114 ,SWA
3906,a3f436,1579345670.0,1579354846,KTPA,nan,FFT2519 ,FFT
3911,aaa875,1579347048.0,1579352267,KTPA,nan,SWA4984 ,SWA
3915,a662a5,1579347060.0,1579350866,KTPA,nan,NKS900  ,NKS
3917,a3d91f,1579343767.0,1579349750,KTPA,nan,UPS1338 ,UPS
3918,a104c3,1579342129.0,1579346983,KTPA,nan,FDX1410 ,FDX
3920,a24a0a,1579328790.0,1579345245,KTPA,nan,ASA774  ,ASA
3921,a4463e,1579330911.0,1579343586,KTPA,nan,DAL2514 ,DAL
3922,a9e9d7,1579327245.0,1579340499,KTPA,nan,BSK395  ,BSK
3924,a82ce3,1579336262.0,1579339785,KTPA,KOPF,CLT4    ,null
3926,a0c3b6,1579326982.0,1579334006,KTPA,nan,GTI3534 ,GTI
3927,a3999e,1579318010.0,1579330289,KTPA,nan,ATN3717 ,ATN
3930,a4d8a5,1579325204.0,1579328869,KTPA,KOPF,CTL3    ,null
3932,ad8836,1579297436.0,1579327346,KTPA,nan,JBU225  ,JBU
3935,a0e086,1579304414.0,1579325268,KTPA,nan,AAL2256 ,AAL
3945,aa3966,1579316490.0,1579321164,KTPA,nan,SWA1716 ,SWA
3946,a923ef,1579316405.0,1579321019,KTPA,nan,UAL1819 ,UAL
3949,add2b0,1579279510.0,1579320599,KTPA,KMIA,AAL2703 ,AAL
3950,abf3b8,1579299158.0,1579320143,KTPA,nan,SWA259  ,SWA
3959,a948c4,1579316404.0,1579318247,KTPA,nan,DAL2304 ,DAL
3961,a8a319,1579304841.0,1579317414,KTPA,nan,AAL604  ,AAL
3963,a68b79,1579304019.0,1579305598,KTPA,nan,N5201R  ,null
3966,abde0b,1579300960.0,1579304667,KTPA,nan,DAL1491 ,DAL
3972,a90f39,1579303249.0,1579304235,KTPA,nan,N683JW  ,null
3976,a43bd1,1579302632.0,1579303888,KTPA,nan,N372GB  ,null
3978,a78a52,1579298993.0,1579303428,KTPA,nan,AAL1811 ,AAL
3980,a7d2e6,1579298594.0,1579303213,KTPA,nan,FDX768  ,FDX
3981,ac760d,1579301030.0,1579303151,KTPA,KMIA,AAL669  ,AAL
3986,a48dea,1579296497.0,1579302288,KTPA,nan,UAL2067 ,UAL
3988,a9d5a2,1579293913.0,1579301598,KTPA,nan,UAL397  ,UAL
3989,acb82c,1579293252.0,1579301534,KTPA,nan,DAL2649 ,DAL
3990,a717b6,1579295040.0,1579301381,KTPA,nan,SWA2170 ,SWA
3991,acb4c1,1579286564.0,1579301216,KTPA,nan,DAL1301 ,DAL
3993,a15f14,1579293041.0,1579300757,KTPA,nan,N188HA  ,null
3995,abe448,1579283477.0,1579299534,KTPA,nan,UAL352  ,UAL
3997,a29eb6,1579292567.0,1579299253,KTPA,nan,SWA795  ,SWA
