,ICAO Code,First Seen Timestamp,Last Seen Timestamp,Arrival Airport Code,Destination Airport Code,Flight Number,iaco
0,a8c094,1579513844.0,1579514878,KFLL,nan,NKS826  ,NKS
1,a91700,1579503660.0,1579514720,KFLL,nan,NKS970  ,NKS
2,ac8a63,1579512850.0,1579513938,KFLL,nan,NKS1140 ,NKS
3,a83876,1579478404.0,1579513671,KFLL,nan,JBU319  ,JBU
4,a83e86,1579500240.0,1579513361,KFLL,nan,JBU2850 ,JBU
5,a898a9,1579497840.0,1579513099,KFLL,nan,JBU530  ,JBU
6,acb950,1579497438.0,1579512920,KFLL,nan,NKS310  ,NKS
7,a7bbe9,1579510860.0,1579512348,KFLL,nan,JBU1256 ,JBU
8,adc238,1579489642.0,1579505330,KFLL,nan,JBU2800 ,JBU
9,c058b8,1579492957.0,1579504611,KFLL,nan,ROU1608 ,ROU
10,a8fd73,1579492795.0,1579502146,KFLL,nan,DAL2519 ,DAL
11,a8553c,1579493057.0,1579501226,KFLL,nan,NKS799  ,NKS
12,a2d3b3,1579487388.0,1579498847,KFLL,nan,SWA3536 ,SWA
13,aa60e5,1579489770.0,1579497739,KFLL,nan,SWA5370 ,SWA
14,ad444d,1579480102.0,1579497591,KFLL,nan,JBU1578 ,JBU
15,aac886,1579483238.0,1579496569,KFLL,nan,SWA3669 ,SWA
16,ade9c0,1579486997.0,1579496477,KFLL,nan,JBU499  ,JBU
17,a8eaea,1579490872.0,1579495670,KFLL,nan,DAL2126 ,DAL
18,a91349,1579483269.0,1579493999,KFLL,nan,NKS615  ,NKS
19,a923a9,1579487228.0,1579493939,KFLL,nan,UAL2100 ,UAL
20,a0cb68,1579485862.0,1579493444,KFLL,nan,AAL934  ,AAL
21,a14c9b,1579485588.0,1579493235,KFLL,nan,JBU1279 ,JBU
22,aa73c3,1579491350.0,1579492973,KFLL,nan,SWA3923 ,SWA
23,a7e276,1579481023.0,1579492548,KFLL,nan,NKS1334 ,NKS
24,aa76cb,1579485427.0,1579492190,KFLL,nan,SWA2454 ,SWA
25,ac97e1,1579483009.0,1579492046,KFLL,nan,NKS779  ,NKS
26,a38cd2,1579481617.0,1579491928,KFLL,nan,JBU535  ,JBU
27,a8a017,1579482363.0,1579491689,KFLL,nan,JBU813  ,JBU
28,a809f5,1579488576.0,1579490927,KFLL,KTPA,NKS575  ,NKS
29,a885f4,1579481861.0,1579490787,KFLL,nan,UAL2025 ,UAL
30,a8aba8,1579482579.0,1579490485,KFLL,nan,NKS443  ,NKS
31,a98d7e,1579483786.0,1579490429,KFLL,nan,UAL480  ,UAL
33,ad3cdf,1579480633.0,1579490127,KFLL,nan,JBU1271 ,JBU
34,a8c802,1579481866.0,1579490080,KFLL,nan,NKS265  ,NKS
35,acc3b4,1579484524.0,1579489899,KFLL,nan,AAL2194 ,AAL
36,a46603,1579478406.0,1579489812,KFLL,nan,UAL574  ,UAL
37,a92fa3,1579484037.0,1579489347,KFLL,nan,NKS981  ,NKS
38,a600a6,1579479860.0,1579488927,KFLL,nan,UAL564  ,UAL
39,a8dcee,1579478413.0,1579488105,KFLL,nan,NKS845  ,NKS
40,a426a5,1579478827.0,1579488020,KFLL,nan,DAL2910 ,DAL
41,a7e9e4,1579480285.0,1579487981,KFLL,nan,NKS727  ,NKS
42,a87904,1579484999.0,1579487662,KFLL,nan,NKS195  ,NKS
43,a6587b,1579478404.0,1579487565,KFLL,nan,JBU1201 ,JBU
44,a8e45c,1579479635.0,1579487425,KFLL,nan,NKS470  ,NKS
45,c0482a,1579478404.0,1579487171,KFLL,nan,ROU1616 ,ROU
46,a887e0,1579479259.0,1579486960,KFLL,nan,NKS512  ,NKS
47,a7ad0d,1579479102.0,1579486814,KFLL,nan,JBU1954 ,JBU
48,a84660,1579482725.0,1579486510,KFLL,nan,NKS2680 ,NKS
49,ac9abc,1579478404.0,1579486123,KFLL,nan,DAL2208 ,DAL
50,a6c7ed,1579478403.0,1579485999,KFLL,nan,NKS161  ,NKS
51,a3904c,1579478405.0,1579485419,KFLL,nan,FFT2847 ,FFT
52,acbf60,1579479918.0,1579485310,KFLL,nan,NKS107  ,NKS
53,a413c1,1579481716.0,1579485131,KFLL,KTPA,5IL0092 ,null
54,ad2ce1,1579478407.0,1579485050,KFLL,nan,SWA3316 ,SWA
55,a90824,1579478404.0,1579485008,KFLL,nan,NKS1529 ,NKS
56,a7debf,1579478405.0,1579484743,KFLL,nan,NKS1009 ,NKS
57,abe3e6,1579478409.0,1579484721,KFLL,nan,SWA4017 ,SWA
58,a24fb8,1579478405.0,1579484457,KFLL,nan,SWA5305 ,SWA
59,a56469,1579482750.0,1579484282,KFLL,nan,N4468T  ,null
60,ac712d,1579478405.0,1579483709,KFLL,nan,SWA3764 ,SWA
61,a32ef8,1579481390.0,1579483553,KFLL,nan,JBU2617 ,JBU
62,a94c7b,1579478405.0,1579483169,KFLL,nan,DAL2168 ,DAL
63,a3f518,1579481477.0,1579483160,KFLL,nan,EJA354  ,EJA
64,acc76b,1579478410.0,1579483038,KFLL,nan,AAL469  ,AAL
65,aa2ba5,1579480698.0,1579482893,KFLL,nan,UAL2232 ,UAL
66,a70f11,1579481043.0,1579482809,KFLL,nan,JBU2705 ,JBU
67,a894f2,1579480294.0,1579482535,KFLL,nan,JBU87   ,JBU
68,ab4f5d,1579480995.0,1579482389,KFLL,nan,JBU38   ,JBU
69,c03517,1579479839.0,1579482288,KFLL,nan,WJA1220 ,WJA
70,a6b55a,1579478836.0,1579482028,KFLL,nan,NKS403  ,NKS
71,a654cb,1579480217.0,1579481936,KFLL,nan,JBU69   ,JBU
72,abae62,1579480015.0,1579481721,KFLL,nan,SWA4141 ,SWA
73,a83108,1579479474.0,1579481636,KFLL,nan,JBU1197 ,JBU
74,aa4a9b,1579478468.0,1579480933,KFLL,nan,SWA4892 ,SWA
75,a23fde,1579478714.0,1579480871,KFLL,KPIE,N244LJ  ,null
76,a754b5,1579478629.0,1579480522,KFLL,nan,UAL548  ,UAL
77,a19910,1579478574.0,1579480445,KFLL,nan,JBU1401 ,JBU
78,abdd4a,1579478403.0,1579479834,KFLL,nan,SWA3480 ,SWA
79,a43b91,1579478423.0,1579479715,KFLL,nan,DAL2544 ,DAL
80,a4ae45,1579478511.0,1579479705,KFLL,nan,SIL0094 ,SIL
81,ad7ab8,1579478404.0,1579479321,KFLL,nan,JBU2200 ,JBU
82,abd59a,1579467852.0,1579477751,KFLL,nan,SWA312  ,SWA
83,ad8b9c,1579476556.0,1579477477,KFLL,nan,00000   ,null
84,a8d249,1579472430.0,1579477228,KFLL,nan,DAL2334 ,DAL
85,a11fc1,1579467423.0,1579476943,KFLL,nan,UAL2215 ,UAL
87,a8d327,1579453523.0,1579476707,KFLL,nan,NKS285  ,NKS
88,aa6c7c,1579470184.0,1579476612,KFLL,nan,SWA2982 ,SWA
89,a6f96c,1579459020.0,1579476568,KFLL,nan,ASA38   ,ASA
90,a1ed66,1579470854.0,1579476491,KFLL,nan,AAY1215 ,AAY
91,a533fb,1579468714.0,1579476397,KFLL,nan,SWA6564 ,SWA
92,a9741d,1579467430.0,1579476262,KFLL,nan,AAL1870 ,AAL
93,abb19c,1579467272.0,1579476187,KFLL,nan,SWA5417 ,SWA
94,a8d6de,1579466258.0,1579476128,KFLL,nan,NKS171  ,NKS
95,a3d7e2,1579471591.0,1579476094,KFLL,nan,LXJ347  ,null
96,a7c6f6,1579451040.0,1579475972,KFLL,nan,N60XC   ,null
97,a7fed0,1579467483.0,1579475957,KFLL,nan,NKS449  ,NKS
98,a683a8,1579474560.0,1579475838,KFLL,nan,JBU1900 ,JBU
99,ac86af,1579468031.0,1579475727,KFLL,nan,AAL2198 ,AAL
100,a81163,1579466710.0,1579475441,KFLL,nan,NKS1811 ,NKS
102,abc7a3,1579467102.0,1579475139,KFLL,nan,SWA4873 ,SWA
103,a6c120,1579469223.0,1579474940,KFLL,nan,AAL2686 ,AAL
104,a6cc84,1579460681.0,1579474885,KFLL,nan,XOJ537  ,null
105,adc5ff,1579458330.0,1579474533,KFLL,nan,JBU700  ,JBU
106,a22ec1,1579462271.0,1579474413,KFLL,nan,N24MH   ,null
107,a3e94e,1579467346.0,1579474304,KFLL,nan,JBU182  ,JBU
108,aaed5a,1579468724.0,1579474174,KFLL,nan,DAL2154 ,DAL
109,a8f338,1579464680.0,1579473726,KFLL,nan,NKS525  ,NKS
110,c0584d,1579464280.0,1579473598,KFLL,nan,ROU1626 ,ROU
112,a82298,1579467422.0,1579472999,KFLL,nan,NKS537  ,NKS
113,a4e3ee,1579471940.0,1579472679,KFLL,nan,N414KS  ,null
114,a28928,1579465740.0,1579472413,KFLL,nan,UAL606  ,UAL
115,acb1e2,1579463865.0,1579472394,KFLL,nan,NKS1970 ,NKS
116,ab2e9b,1579468815.0,1579472057,KFLL,KSPG,N82B    ,null
117,ab967b,1579461126.0,1579471947,KFLL,nan,DAL1826 ,DAL
118,a2401b,1579466441.0,1579471662,KFLL,nan,AAY1729 ,AAY
119,a4dd07,1579470690.0,1579471337,KFLL,nan,N412RB  ,null
120,c07f05,1579454643.0,1579471258,KFLL,nan,WJA1630 ,WJA
121,a7486a,1579455090.0,1579471096,KFLL,nan,ASA332  ,ASA
122,a85caa,1579465832.0,1579470544,KFLL,nan,NKS244  ,NKS
123,ab92c4,1579461461.0,1579470442,KFLL,nan,DAL1704 ,DAL
125,a924fc,1579464662.0,1579469962,KFLL,nan,DAL1099 ,DAL
126,acffb7,1579461895.0,1579469762,KFLL,nan,AAL244  ,AAL
127,a6a00b,1579460792.0,1579469620,KFLL,nan,JBU605  ,JBU
128,a8f6ef,1579450442.0,1579469110,KFLL,KFLL,NKS145  ,NKS
129,aa589c,1579457701.0,1579468934,KFLL,nan,JBU2269 ,JBU
130,ad9811,1579463155.0,1579468788,KFLL,nan,AAL1709 ,AAL
131,a967eb,1579460978.0,1579468769,KFLL,nan,JBU512  ,JBU
132,ad734a,1579459386.0,1579468573,KFLL,nan,JBU1171 ,JBU
133,a57e71,1579467524.0,1579468497,KFLL,KMIA,N453ND  ,null
134,abd57e,1579460091.0,1579468379,KFLL,nan,SWA2557 ,SWA
136,abaaa8,1579456353.0,1579468028,KFLL,nan,SWA3319 ,SWA
137,aceb61,1579459963.0,1579467860,KFLL,nan,SWA2512 ,SWA
138,a63388,1579460146.0,1579467719,KFLL,nan,SWA689  ,SWA
139,a5f5bf,1579463161.0,1579467560,KFLL,nan,SWA1007 ,SWA
140,a90bdb,1579458901.0,1579467348,KFLL,nan,NKS235  ,NKS
141,ad35e0,1579457707.0,1579467078,KFLL,nan,AAL2869 ,AAL
142,abd5bb,1579458902.0,1579466899,KFLL,nan,SWA5415 ,SWA
143,a8712a,1579461219.0,1579466657,KFLL,nan,JBU567  ,JBU
144,a78e09,1579460901.0,1579466517,KFLL,nan,AAL523  ,AAL
145,abb2d5,1579457102.0,1579466419,KFLL,nan,DAL2918 ,DAL
146,e4941b,1579435898.0,1579466244,KFLL,nan,AZU8702 ,AZU
147,a8d600,1579460892.0,1579466060,KFLL,nan,DAL1009 ,DAL
148,a3a0eb,1579458645.0,1579465527,KFLL,nan,UAL2458 ,UAL
149,aafca8,1579455857.0,1579465409,KFLL,nan,JBU201  ,JBU
150,ac82f5,1579459433.0,1579465266,KFLL,nan,NKS498  ,NKS
151,a7f3ab,1579455255.0,1579465070,KFLL,nan,NKS197  ,NKS
152,a0acbb,1579455352.0,1579464809,KFLL,nan,UAL508  ,UAL
153,a63660,1579454828.0,1579464515,KFLL,nan,N5MQ    ,null
154,abc4d8,1579456510.0,1579464414,KFLL,nan,SWA4605 ,SWA
155,aa9e04,1579447968.0,1579463747,KFLL,nan,SWA1867 ,SWA
156,a84d62,1579451802.0,1579463536,KFLL,nan,JBU269  ,JBU
158,a3e8dc,1579452726.0,1579462855,KFLL,nan,DAL2598 ,DAL
159,a7a1e8,1579452522.0,1579461745,KFLL,nan,JBU305  ,JBU
160,c06a75,1579442912.0,1579461653,KFLL,nan,TSC422  ,TSC
161,a239e0,1579451941.0,1579461315,KFLL,nan,UAL832  ,UAL
163,a384f2,1579450290.0,1579459784,KFLL,nan,DAL1076 ,DAL
164,a95da0,1579457439.0,1579459640,KFLL,nan,SIL0069 ,SIL
165,a1ce16,1579448663.0,1579459525,KFLL,nan,SWA2626 ,SWA
166,a2b0cd,1579448089.0,1579459439,KFLL,nan,UAL2188 ,UAL
167,acced9,1579453635.0,1579459355,KFLL,nan,AAL1877 ,AAL
168,a87cbb,1579449799.0,1579459090,KFLL,nan,NKS1360 ,NKS
169,a44728,1579456290.0,1579459011,KFLL,nan,JBU117  ,JBU
170,a87586,1579457573.0,1579458855,KFLL,KAPF,EJA644  ,EJA
171,a7c806,1579458109.0,1579458751,KFLL,KFLL,N600HZ  ,null
172,a43fba,1579454682.0,1579458672,KFLL,nan,JBU1422 ,JBU
173,a3d122,1579452285.0,1579458629,KFLL,nan,DAL1218 ,DAL
174,0c602f,1579444996.0,1579458522,KFLL,nan,BWA480  ,BWA
175,a80d40,1579454250.0,1579458371,KFLL,nan,JBU1796 ,JBU
176,a21f94,1579449570.0,1579458265,KFLL,nan,JBU979  ,JBU
177,c00926,1579447680.0,1579457903,KFLL,nan,WJA1232 ,WJA
178,acc95c,1579449213.0,1579457601,KFLL,nan,AAL1845 ,AAL
179,a7167f,1579447771.0,1579457409,KFLL,nan,JBU205  ,JBU
180,aab4d3,,1579457358,KFLL,nan,N78934  ,null
181,a6c013,1579448959.0,1579457144,KFLL,nan,JBU1654 ,JBU
182,a2189c,1579450920.0,1579457062,KFLL,nan,AAY1767 ,AAY
184,ab6efc,1579448060.0,1579456866,KFLL,nan,DAL1060 ,DAL
185,a7081a,1579451798.0,1579456768,KFLL,nan,DAL1827 ,DAL
186,a8e0a5,1579448850.0,1579456717,KFLL,nan,NKS305  ,NKS
187,a003f0,1579450956.0,1579456569,KFLL,nan,N10SE   ,null
188,a41e2c,1579447150.0,1579456210,KFLL,nan,UAL2335 ,UAL
190,a3891a,1579455042.0,1579455659,KFLL,nan,N327JA  ,null
191,a5aa78,1579443585.0,1579455178,KFLL,nan,SWA4427 ,SWA
192,a99045,1579447045.0,1579455106,KFLL,nan,SWA4973 ,SWA
193,a4f752,1579448313.0,1579454999,KFLL,nan,UAL2040 ,UAL
194,a05c23,1579450665.0,1579454909,KFLL,nan,N122LJ  ,null
195,aa839f,1579454079.0,1579454805,KFLL,nan,N777GA  ,null
196,abc432,1579445854.0,1579454688,KFLL,nan,SWA3234 ,SWA
197,a85961,1579446036.0,1579454450,KFLL,nan,N637SV  ,null
198,aa231c,1579446042.0,1579454346,KFLL,nan,SWA2778 ,SWA
199,abc0c1,1579452168.0,1579454244,KFLL,KTPA,SWA3261 ,SWA
200,a8453e,1579442228.0,1579454116,KFLL,nan,AVA036  ,AVA
201,aaffcc,1579452303.0,1579453870,KFLL,KRSW,CST84   ,CST
202,ad9b28,1579445826.0,1579453709,KFLL,nan,AAL1579 ,AAL
204,a242eb,1579452776.0,1579453519,KFLL,nan,N245DP  ,null
205,a922fd,1579451433.0,1579453389,KFLL,nan,CAY2104 ,CAY
206,abec26,1579445568.0,1579453302,KFLL,nan,SWA2771 ,SWA
207,aaac18,1579442105.0,1579453166,KFLL,nan,SWA2688 ,SWA
210,abd536,1579445160.0,1579452719,KFLL,nan,SWA2633 ,SWA
211,0d079b,1579450777.0,1579452509,KFLL,nan,XAHNY   ,null
214,a0faf3,1579446743.0,1579452239,KFLL,nan,AAL1924 ,AAL
216,a923cd,1579442753.0,1579451879,KFLL,nan,UAL2139 ,UAL
217,abc2fb,1579442746.0,1579451728,KFLL,nan,N857ST  ,null
218,c078b1,1579441697.0,1579451632,KFLL,nan,TSC146  ,TSC
219,a4b57e,1579449111.0,1579451508,KFLL,nan,EJA402  ,EJA
221,a38252,1579441266.0,1579451321,KFLL,nan,EJA325  ,EJA
222,a19404,1579449122.0,1579451266,KFLL,nan,SWA4446 ,SWA
223,a3b8da,1579440365.0,1579451166,KFLL,nan,NSH339  ,null
224,a449e5,1579443582.0,1579451066,KFLL,nan,DAL1509 ,DAL
225,a42ed3,1579443262.0,1579450992,KFLL,KFLL,FSP369  ,null
226,acaa74,1579443156.0,1579450814,KFLL,nan,NKS1967 ,NKS
227,c051d1,1579437362.0,1579450721,KFLL,nan,TSC940  ,TSC
229,aa7052,1579444246.0,1579450505,KFLL,nan,SWA4758 ,SWA
230,a53369,1579447675.0,1579450323,KFLL,nan,EJA434  ,EJA
232,a78605,1579439622.0,1579450117,KFLL,nan,DAL2901 ,DAL
233,a3e5fa,1579440500.0,1579449967,KFLL,nan,DAL1948 ,DAL
234,a06abb,1579448748.0,1579449814,KFLL,nan,N126HR  ,null
237,a3866d,1579437896.0,1579449359,KFLL,nan,DAL1325 ,DAL
238,c0787b,1579436974.0,1579449253,KFLL,nan,TSC934  ,TSC
239,a2da60,1579441237.0,1579449130,KFLL,nan,AAY1306 ,AAY
240,abb624,1579440504.0,1579449119,KFLL,nan,SWA3842 ,SWA
241,a494eb,1579440751.0,1579449040,KFLL,nan,UAL1785 ,UAL
244,aa432d,1579439947.0,1579448803,KFLL,nan,SWA3722 ,SWA
246,ab0ed6,1579438686.0,1579448639,KFLL,nan,UAL335  ,UAL
247,c050b9,1579435950.0,1579448425,KFLL,nan,ROU1600 ,ROU
249,acd88e,1579443378.0,1579448307,KFLL,nan,DAL1420 ,DAL
250,aca01a,1579437306.0,1579448204,KFLL,nan,SWA3294 ,SWA
251,a6ab27,1579440123.0,1579448098,KFLL,nan,JBU1454 ,JBU
252,a3524e,1579438482.0,1579448009,KFLL,nan,DAL2335 ,DAL
253,a83ef2,1579395956.0,1579447908,KFLL,KFLL,NKS408  ,NKS
254,a3dbd0,1579439681.0,1579447819,KFLL,nan,JBU1379 ,JBU
255,a36553,1579444785.0,1579447634,KFLL,nan,JBU17   ,JBU
256,a59b5e,1579440829.0,1579447491,KFLL,nan,UAL2083 ,UAL
257,c021fc,1579437341.0,1579447486,KFLL,nan,ROU1620 ,ROU
258,a9a58d,1579438752.0,1579447399,KFLL,nan,SWA5512 ,SWA
259,a0e7f4,1579439449.0,1579447333,KFLL,nan,AAL919  ,AAL
261,aaaddc,1579438088.0,1579447114,KFLL,nan,SWA4417 ,SWA
262,ac8b2e,1579441953.0,1579446939,KFLL,nan,SWA2509 ,SWA
263,aab9aa,1579437000.0,1579446899,KFLL,nan,SWA4281 ,SWA
265,aaa5dc,1579434610.0,1579446779,KFLL,nan,SWA3197 ,SWA
266,a4f037,1579445290.0,1579446671,KFLL,nan,SIL0143 ,SIL
267,a92b0c,1579441645.0,1579446594,KFLL,nan,DAL9937 ,DAL
268,a238b9,1579435789.0,1579446549,KFLL,nan,N242PG  ,null
269,ab83e8,1579437810.0,1579446448,KFLL,nan,DAL1668 ,DAL
271,a1a917,1579436286.0,1579445939,KFLL,nan,JBU913  ,JBU
275,a3d7dc,1579436117.0,1579445119,KFLL,nan,811     ,null
276,a23c64,1579439046.0,1579445009,KFLL,nan,AAY414  ,AAY
277,a8de33,1579439632.0,1579444729,KFLL,nan,DAL2390 ,DAL
278,a4b1fc,1579441591.0,1579444459,KFLL,KTPA,SIL0058 ,SIL
280,896177,1579386501.0,1579444242,KFLL,nan,UAE213  ,UAE
281,a90f92,1579435174.0,1579444026,KFLL,nan,NKS1005 ,NKS
283,abb205,1579435848.0,1579443775,KFLL,nan,SWA3091 ,SWA
284,a0fbb7,1579434336.0,1579443684,KFLL,nan,UAL1235 ,UAL
285,ad4f72,1579433928.0,1579443569,KFLL,nan,JBU371  ,JBU
286,a3998d,1579441019.0,1579443492,KFLL,nan,SIL0053 ,SIL
287,a1e9af,1579437699.0,1579443251,KFLL,nan,AAY1212 ,AAY
288,a98f6a,1579431676.0,1579443145,KFLL,nan,JBU569  ,JBU
290,a8cf70,1579433652.0,1579442831,KFLL,nan,NKS705  ,NKS
291,a4034f,1579436709.0,1579442728,KFLL,nan,JBU1125 ,JBU
293,a869bc,1579432219.0,1579442178,KFLL,nan,JBU2465 ,JBU
297,ad3098,1579435577.0,1579441629,KFLL,nan,SWA4782 ,SWA
298,abd9d9,1579433708.0,1579441551,KFLL,nan,SWA2209 ,SWA
301,a6a7dc,1579432871.0,1579441265,KFLL,nan,NKS259  ,NKS
302,aa9e4a,1579435896.0,1579440897,KFLL,nan,SWA4877 ,SWA
303,a2e646,1579432984.0,1579440755,KFLL,nan,SWA3673 ,SWA
304,a50c7c,1579432444.0,1579440599,KFLL,nan,SWA5040 ,SWA
305,a891a7,1579432076.0,1579440209,KFLL,nan,NKS445  ,NKS
306,a854d0,1579431450.0,1579440070,KFLL,nan,JBU375  ,JBU
307,a5050e,1579433307.0,1579439938,KFLL,nan,SWA2505 ,SWA
308,a8ebca,1579432135.0,1579439819,KFLL,nan,NKS301  ,NKS
309,abef98,1579434952.0,1579439620,KFLL,nan,SWA3632 ,SWA
310,ad646e,1579421600.0,1579438649,KFLL,nan,JBU278  ,JBU
311,a89915,1579436232.0,1579438499,KFLL,nan,NKS675  ,NKS
312,a6ab93,1579433784.0,1579438354,KFLL,nan,NKS672  ,NKS
314,acba1b,1579435294.0,1579437234,KFLL,nan,SWA2879 ,SWA
315,a66239,1579432043.0,1579437076,KFLL,nan,JBU467  ,JBU
316,a79d78,1579418691.0,1579436817,KFLL,nan,ASA982  ,ASA
317,a86605,1579428158.0,1579436699,KFLL,nan,JBU954  ,JBU
318,a6b1a3,1579434126.0,1579436183,KFLL,KTPA,NKS571  ,NKS
319,abd254,1579433715.0,1579435736,KFLL,KTPA,SWA2487 ,SWA
320,e8406f,1579406852.0,1579435234,KFLL,nan,TA566   ,null
322,a7db08,1579423262.0,1579434536,KFLL,nan,NKS451  ,NKS
324,a9046d,1579430623.0,1579431968,KFLL,nan,NKS434  ,NKS
326,a31120,1579419468.0,1579431655,KFLL,nan,BYA185  ,null
327,a87196,1579421737.0,1579431474,KFLL,nan,NKS647  ,NKS
329,acae2b,1579413272.0,1579431253,KFLL,nan,NKS978  ,NKS
330,a8352b,1579429866.0,1579431129,KFLL,nan,NKS914  ,NKS
331,addadb,1579415040.0,1579431012,KFLL,nan,JBU100  ,JBU
332,a6b7ec,1579414791.0,1579430863,KFLL,nan,ASA865  ,ASA
334,e4900c,1579400771.0,1579430603,KFLL,nan,AZU8704 ,AZU
336,a8ef81,1579429383.0,1579430044,KFLL,nan,NKS632  ,NKS
340,ab0416,1579410620.0,1579428699,KFLL,nan,JBU1824 ,JBU
342,a84dce,1579416781.0,1579427572,KFLL,nan,NKS597  ,NKS
346,a7e20a,1579424359.0,1579425749,KFLL,nan,JBU1256 ,JBU
348,a60eb5,1579410408.0,1579420606,KFLL,nan,N49KW   ,null
351,ac7b1b,1579403500.0,1579412877,KFLL,nan,JBU499  ,JBU
352,ade58f,1579409174.0,1579412025,KFLL,nan,N995DP  ,null
353,ad945a,1579406119.0,1579411499,KFLL,nan,AAL2338 ,AAL
354,c00bce,1579401296.0,1579411090,KFLL,nan,CFEMF   ,CFE
357,ad292a,1579398789.0,1579410229,KFLL,nan,SWA3204 ,SWA
360,a9125f,1579400298.0,1579408814,KFLL,nan,DAL2519 ,DAL
361,a53ee2,1579399803.0,1579408752,KFLL,nan,UAL2297 ,UAL
362,a37df6,1579399747.0,1579407928,KFLL,nan,JBU1279 ,JBU
363,a94b02,1579395743.0,1579407262,KFLL,nan,UAL1098 ,UAL
364,ac058a,1579373873.0,1579407058,KFLL,nan,DAL2274 ,DAL
365,a91e6e,1579398164.0,1579406959,KFLL,nan,NKS1529 ,NKS
368,adc2a7,1579397466.0,1579406309,KFLL,nan,AAL2541 ,AAL
369,a8063e,1579394740.0,1579406165,KFLL,nan,NKS1334 ,NKS
371,a2536f,1579396629.0,1579405435,KFLL,nan,SWA2684 ,SWA
372,ad2095,1579388884.0,1579405341,KFLL,nan,JBU2800 ,JBU
375,a790b3,1579396704.0,1579405027,KFLL,nan,JBU1954 ,JBU
376,a4943f,1579395477.0,1579404929,KFLL,nan,UAL247  ,UAL
377,ade8fa,1579396529.0,1579404847,KFLL,nan,AAL1576 ,AAL
379,adddd4,1579401861.0,1579404617,KFLL,nan,N993AM  ,null
380,aad762,1579396399.0,1579404504,KFLL,nan,SWA5171 ,SWA
381,aa7e7d,1579386686.0,1579404371,KFLL,nan,UAL574  ,UAL
383,a48a8f,1579394651.0,1579403833,KFLL,nan,DAL2910 ,DAL
384,a8913b,1579394616.0,1579403669,KFLL,nan,JBU2705 ,JBU
385,a445ee,1579394293.0,1579403279,KFLL,nan,UAL564  ,UAL
388,4d2139,1579364382.0,1579402667,KFLL,nan,VJT972  ,null
389,abadf9,1579392784.0,1579402519,KFLL,nan,SWA2334 ,SWA
390,aa9e90,1579394416.0,1579402348,KFLL,nan,SWA2877 ,SWA
391,a5251f,1579390978.0,1579402166,KFLL,nan,SWA2670 ,SWA
392,a53b2b,1579394806.0,1579401983,KFLL,nan,UAL480  ,UAL
393,abd8a5,1579394931.0,1579401866,KFLL,nan,SWA2978 ,SWA
394,a86061,1579393220.0,1579401680,KFLL,nan,NKS1009 ,NKS
398,a81ee1,1579393393.0,1579401287,KFLL,nan,NKS512  ,NKS
399,a19d0d,1579391766.0,1579401223,KFLL,nan,JBU1401 ,JBU
401,a30dc5,1579393227.0,1579401102,KFLL,nan,SWA4547 ,SWA
403,a88429,1579389593.0,1579400947,KFLL,nan,NKS2680 ,NKS
405,a8e813,1579399541.0,1579400836,KFLL,KRSW,NKS8801 ,NKS
406,c0809e,1579390208.0,1579400711,KFLL,nan,WJA1220 ,WJA
408,a06f72,1579399895.0,1579400502,KFLL,nan,N127TX  ,null
410,abaf1e,1579391014.0,1579400009,KFLL,nan,DAL2208 ,DAL
411,a5f976,1579389656.0,1579399878,KFLL,nan,SWA5551 ,SWA
412,a46ce1,1579390477.0,1579399605,KFLL,nan,UAL548  ,UAL
414,aa4e52,1579393241.0,1579399436,KFLL,nan,SWA1067 ,SWA
415,a5f581,1579391203.0,1579399266,KFLL,nan,UAL2232 ,UAL
416,a4d9d8,1579388955.0,1579398625,KFLL,nan,SWA5054 ,SWA
418,c0607e,1579386494.0,1579398323,KFLL,nan,ROU1616 ,ROU
420,adf194,1579389664.0,1579398059,KFLL,nan,AAL826  ,AAL
421,abc14d,1579388740.0,1579397808,KFLL,nan,SWA5601 ,SWA
422,a78cfc,1579367427.0,1579397661,KFLL,KFLL,JBU385  ,JBU
424,a60852,1579389086.0,1579397134,KFLL,nan,SWA5708 ,SWA
426,a3f473,1579386399.0,1579396806,KFLL,nan,JBU2019 ,JBU
427,abeeea,1579387384.0,1579396637,KFLL,nan,SWA2424 ,SWA
428,a845f4,1579381154.0,1579396550,KFLL,nan,JBU2908 ,JBU
429,a8def1,1579391588.0,1579396374,KFLL,nan,DAL2168 ,DAL
430,a3b4c8,1579387071.0,1579396212,KFLL,nan,DAL2544 ,DAL
432,abe09a,1579386888.0,1579395641,KFLL,nan,SWA4089 ,SWA
434,a9ed12,1579384872.0,1579395077,KFLL,nan,SWA5107 ,SWA
437,aaae1b,1579383957.0,1579394208,KFLL,nan,SWA4774 ,SWA
438,aa6a98,1579386352.0,1579394090,KFLL,nan,SWA3388 ,SWA
440,abc3c6,1579385455.0,1579393949,KFLL,nan,SWA2952 ,SWA
441,a39eac,1579393121.0,1579393825,KFLL,KMIA,EJA332  ,EJA
443,acca19,1579376905.0,1579393688,KFLL,nan,JBU2200 ,JBU
444,a5a30a,1579385305.0,1579393492,KFLL,nan,SWA5110 ,SWA
446,c02202,1579381185.0,1579393215,KFLL,nan,ROU1626 ,ROU
447,a3c8cb,1579382269.0,1579393011,KFLL,nan,DAL2027 ,DAL
